rank,feature_id,orientation,summary,effect,null_sd,ev,abs_ev,support,minimum_support
1,3602,base_enriched,active_fraction,-0.020633414387702942,0.0025070703122764826,-8.230090141296387,8.230090141296387,187,22
2,10168,base_enriched,active_fraction,-0.018165335059165955,0.0023697461001574993,-7.665519714355469,7.665519714355469,165,22
3,5422,base_enriched,active_fraction,-0.005443731788545847,0.0007106827688403428,-7.6598615646362305,7.6598615646362305,139,22
4,1982,base_enriched,active_fraction,-0.014505580998957157,0.0019273023353889585,-7.526365280151367,7.526365280151367,200,22
5,1862,base_enriched,active_fraction,-0.007680226117372513,0.0010307885240763426,-7.450826168060303,7.450826168060303,168,22
6,1650,base_enriched,active_fraction,-0.025891637429594994,0.003555376548320055,-7.2823896408081055,7.2823896408081055,180,22
7,5039,base_enriched,mean,-0.08787297457456589,0.012109518051147461,-7.256521224975586,7.256521224975586,147,22
8,9580,base_enriched,active_fraction,-0.013183262199163437,0.0018209030386060476,-7.2399582862854,7.2399582862854,191,22
9,5837,base_enriched,active_fraction,-0.009813329204916954,0.0013665140140801668,-7.181286811828613,7.181286811828613,166,22
10,9537,base_enriched,active_fraction,-0.03822533041238785,0.005348845385015011,-7.146463871002197,7.146463871002197,158,22
11,1159,base_enriched,mean,-0.04475657269358635,0.006271351594477892,-7.13667106628418,7.13667106628418,139,22
12,13801,base_enriched,mean,-0.13039307296276093,0.01839350536465645,-7.08908224105835,7.08908224105835,189,22
13,7828,base_enriched,mean,-0.10686197131872177,0.015254269354045391,-7.005381107330322,7.005381107330322,171,22
14,3826,base_enriched,active_fraction,-0.00963080395013094,0.0013766431948170066,-6.995860576629639,6.995860576629639,156,22
15,12308,base_enriched,mean,-0.18874743580818176,0.027189884334802628,-6.9418253898620605,6.9418253898620605,154,22
16,617,base_enriched,mean,-0.07255759835243225,0.010472969152033329,-6.9280829429626465,6.9280829429626465,172,22
17,13397,base_enriched,active_fraction,-0.008253680542111397,0.001197581528685987,-6.8919572830200195,6.8919572830200195,206,22
18,91,base_enriched,mean,-0.32370659708976746,0.0469997264444828,-6.887414455413818,6.887414455413818,174,22
19,9446,base_enriched,mean,-0.08471235632896423,0.012318208813667297,-6.877002716064453,6.877002716064453,137,22
20,4901,base_enriched,active_fraction,-0.017492903396487236,0.0025463816709816456,-6.8697099685668945,6.8697099685668945,167,22
21,11241,base_enriched,mean,-0.3197280466556549,0.0465705431997776,-6.865456581115723,6.865456581115723,159,22
22,15916,base_enriched,mean,-0.06003565713763237,0.008872514590620995,-6.766476154327393,6.766476154327393,149,22
23,2168,base_enriched,mean,-0.1409168839454651,0.020862599834799767,-6.75452184677124,6.75452184677124,189,22
24,402,base_enriched,mean,-0.09711303561925888,0.014417722821235657,-6.735671043395996,6.735671043395996,172,22
25,6661,base_enriched,active_fraction,-0.010885096155107021,0.0016274939989671111,-6.688255786895752,6.688255786895752,203,22
26,2957,base_enriched,mean,-0.13649822771549225,0.020534753799438477,-6.647181034088135,6.647181034088135,193,22
27,6305,base_enriched,mean,-0.08250720798969269,0.0124513516202569,-6.626365661621094,6.626365661621094,189,22
28,14908,base_enriched,mean,-0.0762137919664383,0.01156570389866829,-6.589637279510498,6.589637279510498,195,22
29,14327,base_enriched,mean,-0.09566354006528854,0.014666667208075523,-6.5225138664245605,6.5225138664245605,189,22
30,15961,base_enriched,mean,-0.09022001177072525,0.013849294744431973,-6.514411926269531,6.514411926269531,159,22
31,16053,base_enriched,active_fraction,-0.007299718912690878,0.001120986882597208,-6.511868476867676,6.511868476867676,203,22
32,5889,base_enriched,active_fraction,-0.009586676023900509,0.0014882482355460525,-6.44158411026001,6.44158411026001,184,22
33,5958,base_enriched,mean,-0.2205737978219986,0.034266334027051926,-6.43704080581665,6.43704080581665,169,22
34,14006,base_enriched,mean,-0.05385635793209076,0.008383686654269695,-6.423946857452393,6.423946857452393,186,22
35,1193,base_enriched,mean,-0.1177581399679184,0.01842288300395012,-6.391949653625488,6.391949653625488,144,22
36,6877,base_enriched,active_fraction,-0.005506608169525862,0.0008712789276614785,-6.320143699645996,6.320143699645996,145,22
37,14295,base_enriched,mean,-0.1986543983221054,0.031517066061496735,-6.303073883056641,6.303073883056641,189,22
38,5337,base_enriched,max,-2.8413968086242676,0.4519212543964386,-6.287371635437012,6.287371635437012,213,22
39,15821,base_enriched,mean,-0.06368695944547653,0.010174937546253204,-6.259199142456055,6.259199142456055,167,22
40,1696,base_enriched,mean,-0.15617504715919495,0.0249582901597023,-6.257441997528076,6.257441997528076,183,22
41,16120,base_enriched,mean,-0.09358470141887665,0.014984836801886559,-6.245293140411377,6.245293140411377,199,22
42,2621,base_enriched,mean,-0.18757547438144684,0.030184539034962654,-6.214289665222168,6.214289665222168,169,22
43,11361,base_enriched,active_fraction,-0.006185614969581366,0.0010036103194579482,-6.163363456726074,6.163363456726074,135,22
44,11863,base_enriched,mean,-0.06177574023604393,0.010053250007331371,-6.144852638244629,6.144852638244629,214,22
45,16140,base_enriched,active_fraction,-0.018797963857650757,0.003068164922297001,-6.126777648925781,6.126777648925781,160,22
46,5230,base_enriched,active_fraction,-0.010197149589657784,0.0016649005701765418,-6.12477970123291,6.12477970123291,204,22
47,5018,base_enriched,mean,-0.10280607640743256,0.016962217167019844,-6.060886859893799,6.060886859893799,183,22
48,15668,base_enriched,max,-5.136363983154297,0.8512927293777466,-6.033605098724365,6.033605098724365,191,22
49,708,base_enriched,mean,-0.06774929165840149,0.011382607743144035,-5.952001094818115,5.952001094818115,103,22
50,13721,base_enriched,mean,-0.04943614453077316,0.008342266082763672,-5.925985336303711,5.925985336303711,205,22
51,11030,base_enriched,mean,-0.1083708256483078,0.018294118344783783,-5.923807144165039,5.923807144165039,165,22
52,11547,base_enriched,active_fraction,-0.02103506028652191,0.0035937363281846046,-5.8532562255859375,5.8532562255859375,188,22
53,1078,base_enriched,active_fraction,-0.007659900467842817,0.0013180699897930026,-5.8114519119262695,5.8114519119262695,192,22
54,1572,base_enriched,mean,-0.1384759098291397,0.023889418691396713,-5.796537399291992,5.796537399291992,174,22
55,8200,base_enriched,active_fraction,-0.005805343855172396,0.0010083814850077033,-5.757091045379639,5.757091045379639,154,22
56,20,base_enriched,active_fraction,-0.018140509724617004,0.00315502448938787,-5.749720573425293,5.749720573425293,197,22
57,10329,base_enriched,active_fraction,-0.00785088911652565,0.0013714105589315295,-5.724681854248047,5.724681854248047,183,22
58,15150,base_enriched,max,-4.416272163391113,0.7716103196144104,-5.723448753356934,5.723448753356934,192,22
59,8589,base_enriched,active_fraction,-0.015362197533249855,0.002684581559151411,-5.722380638122559,5.722380638122559,167,22
60,1989,base_enriched,active_fraction,-0.012417243793606758,0.002171448664739728,-5.718414783477783,5.718414783477783,191,22
61,219,base_enriched,active_fraction,-0.01373644545674324,0.002403025748208165,-5.716312408447266,5.716312408447266,175,22
62,15669,base_enriched,mean,-0.03180490806698799,0.005565549246966839,-5.714603424072266,5.714603424072266,127,22
63,9700,base_enriched,active_fraction,-0.07370012998580933,0.012901416048407555,-5.712561130523682,5.712561130523682,197,22
64,13114,base_enriched,max,-4.574907302856445,0.8017206192016602,-5.706360816955566,5.706360816955566,182,22
65,4908,base_enriched,max,-4.240971088409424,0.7458491325378418,-5.686097621917725,5.686097621917725,155,22
66,3048,base_enriched,active_fraction,-0.015637990087270737,0.002763134427368641,-5.659511089324951,5.659511089324951,179,22
67,745,base_enriched,active_fraction,-0.008568331599235535,0.0015152351697906852,-5.654786586761475,5.654786586761475,202,22
68,128,base_enriched,max,-1.4267349243164062,0.2526452839374542,-5.647186279296875,5.647186279296875,162,22
69,10692,base_enriched,active_fraction,-0.0024389815516769886,0.00043227412970736623,-5.642210483551025,5.642210483551025,96,22
70,5070,base_enriched,max,-5.489908218383789,0.9745007157325745,-5.6335601806640625,5.6335601806640625,212,22
