feature_id,rank,token_text,active_occurrences,activation_sum,mean_activation
13801,9,2,285,1767.4422298669815,6.201551683743795
13801,10,est,277,1514.9479715824127,5.469126251200046
13801,11,task,338,1334.5366919636726,3.948333408176546
13801,12,:,426,1291.670999288559,3.032091547625725
13801,13,tests,190,1138.7343077659607,5.9933384619261085
13801,14,       ,295,1138.3168066740036,3.8587010395728933
13801,15, def,115,855.3896601200104,7.438170957565307
13801,16,   ,169,850.6623694896698,5.033505144909289
13801,17,1,196,732.9855612516403,3.739722251283879
13801,18,'),128,542.2259402275085,4.2361401580274105
13801,19,),115,452.4143532514572,3.9340378543604975
13801,20, p,115,426.6346038579941,3.709866120504296
13801,21,/,257,412.6213298738003,1.6055304664350205
13801,22,Func,233,404.3987498283386,1.7356169520529554
13801,23, =,127,366.65981245040894,2.8870851374047946
13801,24, test,112,330.86365991830826,2.9541398206991807
13801,25,#,111,322.16953468322754,2.9024282403894373
13801,26,3,63,318.30659437179565,5.052485624949138
13801,27,t,65,287.6973465681076,4.426113024124732
13801,28, correct,63,286.9811315536499,4.555256056407141
13801,29,self,69,247.112624168396,3.5813423792521157
13801,30,0,82,219.6071834564209,2.678136383614889
12308,1,"
",1979,16050.332762241364,8.110324791430704
12308,2,import,881,9944.570520758629,11.287821249442258
12308,3,_,1246,8622.92262673378,6.920483649064029
12308,4,.,585,8457.65919175744,14.45753707992725
12308,5,est,297,5730.132604122162,19.29337577145509
12308,6, test,304,2982.670986175537,9.811417717682687
12308,7,   ,295,2556.6110330820084,8.666478078244095
12308,8, def,346,2317.062821984291,6.696713358336101
12308,9, Test,433,2225.086445569992,5.138767772678966
12308,10,class,267,1882.9387745857239,7.052205148261138
12308,11,test,222,1713.2357839345932,7.717278306011681
12308,12,from,323,1692.7101012468338,5.240588548751807
12308,13,func,559,1520.2520370483398,2.719592195077531
12308,14, #,278,1417.9859895706177,5.1006690272324375
12308,15, un,287,1397.0459833145142,4.867756039423394
12308,16,       ,360,1345.2943068742752,3.73692863020632
12308,17,/,190,1127.7724487781525,5.935644467253434
12308,18,py,226,939.3752639293671,4.156527716501624
12308,19,itt,274,882.6564514636993,3.2213739104514576
12308,20, task,253,510.135848402977,2.0163472268892373
12308,21,:,75,443.5740193128586,5.914320257504781
12308,22, import,146,420.27440094947815,2.8785917873251927
12308,23, the,114,393.0727823972702,3.448006863133949
12308,24,self,95,389.17845845222473,4.096615352128682
12308,25,):,145,339.5896044969559,2.341997272392799
12308,26, function,84,288.20600283145905,3.4310238432316553
12308,27, that,55,259.8751503229141,4.725002733143893
12308,28, with,68,241.35785257816315,3.5493801849729874
12308,29, p,63,231.5749510526657,3.6757928738518366
12308,30,TestCase,168,206.1298028230667,1.2269631120420637
