case_id,feature_id,observed_roc_auc,signed_auc_effect,absolute_auc_effect,null_mean,null_sd,p_maxT,activation_count,activation_proportion,unique_aggregated_values,mean,median,maximum,q05,q25,q75,q95,pass_mean,pass_median,pass_maximum,fail_mean,fail_median,fail_maximum,outside_lower_ranked_envelope,outside_upper_ranked_envelope,direction
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,322,1.0,0.5,0.5,0.5093684210526316,0.14866269988786743,0.21890547263681592,24,1.0,24,5.020984649658203,5.166400909423828,7.0656538009643555,3.587362289428711,4.288039207458496,5.623413562774658,6.535561561584473,3.6727123260498047,3.6860921382904053,3.886340856552124,5.37579345703125,5.50453519821167,7.0656538009643555,False,False,high_activation_associated_with_failure
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,2774,1.0,0.5,0.5,0.5000526315789476,0.1464141944740671,0.21890547263681592,24,1.0,24,4.168842792510986,4.000689506530762,5.483462333679199,3.2753186225891113,3.7439684867858887,4.673295021057129,5.066290378570557,3.3868725299835205,3.4527242183685303,3.653930902481079,4.374624729156494,4.266549587249756,5.483462333679199,False,True,high_activation_associated_with_failure
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,3259,1.0,0.5,0.5,0.5014736842105265,0.15012474960249905,0.21890547263681592,24,1.0,24,6.158553600311279,5.981524467468262,8.024847030639648,4.619786739349365,5.543430805206299,7.109889030456543,7.339367389678955,4.947030067443848,5.2410359382629395,5.4699015617370605,6.477376461029053,6.287208080291748,8.024847030639648,False,True,high_activation_associated_with_failure
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,5535,1.0,0.5,0.5,0.5083157894736845,0.13750684697130042,0.21890547263681592,24,1.0,24,7.569614887237549,8.454415321350098,10.11677360534668,4.6515936851501465,5.693353652954102,9.236249923706055,9.587528228759766,4.663899898529053,4.995751857757568,5.005987167358398,8.334277153015137,8.862009048461914,10.11677360534668,False,False,high_activation_associated_with_failure
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,10204,1.0,0.5,0.5,0.510157894736842,0.1414287111318287,0.21890547263681592,24,1.0,24,6.070703983306885,5.6133575439453125,10.522138595581055,4.314565658569336,4.996182441711426,6.704931259155273,9.128799438476562,4.39498233795166,4.4706950187683105,4.640726566314697,6.511684417724609,6.220374584197998,10.522138595581055,False,True,high_activation_associated_with_failure
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,3407,0.9894736842105263,0.4894736842105263,0.4894736842105263,0.49184210526315775,0.14779238826035992,0.36318407960199006,24,1.0,24,4.077274799346924,3.9076359272003174,5.333201885223389,3.2654027938842773,3.6648831367492676,4.533810138702393,5.082836627960205,3.3430657386779785,3.2771401405334473,3.644094944000244,4.270488262176514,4.005136013031006,5.333201885223389,False,True,high_activation_associated_with_failure
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,5265,0.9894736842105263,0.4894736842105263,0.4894736842105263,0.4981578947368421,0.14705959181810047,0.36318407960199006,24,1.0,24,9.414795875549316,8.078502655029297,14.386821746826172,4.757090091705322,6.068530082702637,13.461335182189941,13.945161819458008,4.706918239593506,4.826526165008545,5.709984302520752,10.653712272644043,12.722387313842773,14.386821746826172,False,True,high_activation_associated_with_failure
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,5937,0.9894736842105263,0.4894736842105263,0.4894736842105263,0.4918421052631578,0.15073940566770389,0.36318407960199006,24,1.0,24,4.218997478485107,4.207573890686035,5.87205171585083,3.407123327255249,3.8526768684387207,4.434473037719727,5.278950214385986,3.4862804412841797,3.411015033721924,3.837801456451416,4.4118170738220215,4.2473835945129395,5.87205171585083,False,True,high_activation_associated_with_failure
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,10090,0.9894736842105263,0.4894736842105263,0.4894736842105263,0.4936315789473683,0.14681624937428636,0.36318407960199006,24,1.0,24,8.086745262145996,6.607365608215332,14.668013572692871,3.6579129695892334,4.80592679977417,13.54275131225586,14.083340644836426,3.958075761795044,3.931344985961914,4.498682975769043,9.173236846923828,6.934356212615967,14.668013572692871,False,True,high_activation_associated_with_failure
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,11239,0.9894736842105263,0.4894736842105263,0.4894736842105263,0.49947368421052607,0.15249267726844715,0.36318407960199006,24,1.0,24,2.6976890563964844,2.696563720703125,3.985255479812622,1.9225590229034424,2.4158105850219727,2.998779296875,3.3054356575012207,2.0513370037078857,2.007925271987915,2.407707929611206,2.8677818775177,2.785031795501709,3.985255479812622,False,True,high_activation_associated_with_failure
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,3559,1.0,0.5,0.5,0.5056818181818179,0.14797182555143756,0.19402985074626866,19,1.0,19,4.590514659881592,4.539783954620361,5.762112140655518,3.534546136856079,4.205874919891357,5.084771156311035,5.562014102935791,4.11378288269043,4.400396823883057,4.696302890777588,5.2460198402404785,5.145356178283691,5.762112140655518,False,False,high_activation_associated_with_failure
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,7524,1.0,0.5,0.5,0.5067613636363635,0.1481902600600087,0.19402985074626866,19,1.0,19,3.9163753986358643,4.004519939422607,4.909842014312744,2.7970988750457764,3.6786322593688965,4.312735080718994,4.780065536499023,3.5345566272735596,3.7371129989624023,4.098042011260986,4.441376686096191,4.366624355316162,4.909842014312744,False,False,high_activation_associated_with_failure
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,2893,0.9772727272727273,0.4772727272727273,0.4772727272727273,0.5197159090909089,0.14309826882352367,0.4129353233830846,19,1.0,19,3.7866897583007812,3.7073779106140137,5.013277053833008,2.84829044342041,3.5048980712890625,4.041415214538574,4.849090099334717,3.4358060359954834,3.512709140777588,3.8672900199890137,4.269155025482178,4.24342155456543,5.013277053833008,False,False,high_activation_associated_with_failure
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,7285,0.9772727272727273,0.4772727272727273,0.4772727272727273,0.5058522727272724,0.14224067267057336,0.4129353233830846,19,1.0,19,5.871349334716797,5.093414306640625,13.530460357666016,4.078352928161621,4.562946796417236,6.131402015686035,10.919143676757812,4.634214878082275,4.640336513519287,5.772369861602783,7.5724101066589355,6.293900966644287,13.530460357666016,False,False,high_activation_associated_with_failure
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,9806,0.9659090909090909,0.46590909090909094,0.46590909090909094,0.5065340909090906,0.13673924359391657,0.5572139303482587,19,1.0,19,4.137962818145752,3.9901928901672363,6.0881266593933105,3.4026713371276855,3.647613525390625,4.425863265991211,4.965056896209717,3.7524945735931396,3.6952874660491943,4.228418350219727,4.667981147766113,4.560166358947754,6.0881266593933105,False,False,high_activation_associated_with_failure
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,784,0.9431818181818182,0.44318181818181823,0.44318181818181823,0.5096022727272727,0.14028038582684038,0.7313432835820896,19,1.0,19,4.727608680725098,4.873948574066162,6.230079174041748,3.4553110599517822,4.190492153167725,5.142618179321289,6.090358257293701,4.217888355255127,4.198685646057129,5.0814528465271,5.428473472595215,5.234870910644531,6.230079174041748,False,False,high_activation_associated_with_failure
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,4663,0.9431818181818182,0.44318181818181823,0.44318181818181823,0.4972727272727274,0.14359266452637784,0.7313432835820896,19,1.0,19,4.600597381591797,4.474518775939941,6.4581451416015625,3.4676129817962646,4.087236404418945,5.012214183807373,6.10861349105835,4.099321365356445,4.171697616577148,5.038906574249268,5.289852142333984,5.155246257781982,6.4581451416015625,False,False,high_activation_associated_with_failure
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,5942,0.9431818181818182,0.44318181818181823,0.44318181818181823,0.506931818181818,0.13818289286364438,0.7313432835820896,19,1.0,19,4.700009346008301,4.372983455657959,6.696913719177246,3.379277229309082,4.24926233291626,5.432300090789795,5.757487773895264,4.1788434982299805,4.254683971405029,5.001718044281006,5.41661262512207,5.467767238616943,6.696913719177246,False,False,high_activation_associated_with_failure
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,6749,0.9431818181818182,0.44318181818181823,0.44318181818181823,0.5068181818181818,0.14197725635577677,0.7313432835820896,19,1.0,19,4.619506359100342,4.624457359313965,5.438106536865234,3.850724458694458,4.419621467590332,4.825504302978516,5.276458263397217,4.357184886932373,4.419918537139893,4.692527770996094,4.980197906494141,5.038784980773926,5.438106536865234,False,False,high_activation_associated_with_failure
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,12689,0.056818181818181816,-0.4431818181818182,0.4431818181818182,0.49426136363636347,0.13906879976908904,0.7960199004975125,19,1.0,19,4.209159851074219,4.126733779907227,5.668322563171387,3.4272537231445312,3.921109199523926,4.5799689292907715,5.14671516418457,4.54325532913208,4.5609660148620605,5.668322563171387,3.749779224395752,3.8072986602783203,4.126733779907227,False,False,high_activation_associated_with_success
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,3085,0.09090909090909091,-0.40909090909090906,0.40909090909090906,0.49968531468531485,0.13135837800852393,0.5621890547263682,24,1.0,24,2.6220688819885254,2.623988389968872,3.4282734394073486,1.9335238933563232,2.4316163063049316,2.8309433460235596,3.291456937789917,2.8662240505218506,2.7464003562927246,3.4282734394073486,2.3335225582122803,2.4317402839660645,2.89328932762146,False,False,high_activation_associated_with_success
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,1979,0.9020979020979021,0.4020979020979021,0.4020979020979021,0.5053846153846154,0.12746797825710024,0.6368159203980099,24,1.0,24,2.863908052444458,2.729304790496826,5.127243995666504,1.9587475061416626,2.297041416168213,3.282784938812256,4.317892074584961,2.4634616374969482,2.3062853813171387,5.127243995666504,3.337162733078003,3.253127336502075,4.32075834274292,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,9546,0.8671328671328671,0.3671328671328671,0.3671328671328671,0.5000000000000003,0.12565053957604053,0.9751243781094527,24,1.0,24,2.699986219406128,2.6267271041870117,3.897444248199463,1.914188027381897,2.4767367839813232,2.923229455947876,3.3039278984069824,2.429198980331421,2.4926512241363525,2.9834861755371094,3.020007848739624,2.8727447986602783,3.897444248199463,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,1129,0.8601398601398601,0.3601398601398601,0.3601398601398601,0.49797202797202816,0.12184216523039443,0.9950248756218906,24,1.0,24,2.6550540924072266,2.6546578407287598,3.5961434841156006,1.7808400392532349,2.366036891937256,3.0758864879608154,3.4288012981414795,2.3735766410827637,2.4421446323394775,3.162385940551758,2.9877090454101562,3.047053337097168,3.5961434841156006,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,9294,0.14685314685314685,-0.3531468531468531,0.3531468531468531,0.5080769230769233,0.1327209307879356,1.0,24,1.0,24,3.096240997314453,3.0001730918884277,4.095818519592285,2.3871302604675293,2.7646138668060303,3.4994375705718994,3.93691086769104,3.357876777648926,3.27150821685791,4.095818519592285,2.787034273147583,2.780648708343506,3.7129533290863037,False,False,high_activation_associated_with_success
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,9263,0.15384615384615385,-0.34615384615384615,0.34615384615384615,0.4976223776223774,0.12421486025292455,1.0,24,1.0,24,2.418644428253174,2.4072628021240234,4.618500232696533,1.6171115636825562,2.2387523651123047,2.56691312789917,2.811016798019409,2.673542022705078,2.5602738857269287,4.618500232696533,2.1174025535583496,2.32987904548645,2.5187342166900635,False,False,high_activation_associated_with_success
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,11124,0.8461538461538461,0.34615384615384615,0.34615384615384615,0.49559440559440565,0.1308165465426004,1.0,24,1.0,24,2.942101240158081,2.7220630645751953,6.175473690032959,2.0065956115722656,2.2756285667419434,3.057140588760376,5.396444797515869,2.3755197525024414,2.428331136703491,2.8269665241241455,3.6116974353790283,3.165804624557495,6.175473690032959,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,9044,0.16083916083916083,-0.33916083916083917,0.33916083916083917,0.5059440559440563,0.13123537948137137,1.0,24,1.0,24,3.2149226665496826,3.294477939605713,4.306829929351807,2.001431703567505,2.8532843589782715,3.6725826263427734,3.9999310970306396,3.5408644676208496,3.6448304653167725,4.306829929351807,2.8297197818756104,2.892174243927002,3.936979055404663,False,False,high_activation_associated_with_success
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,750,0.8391608391608392,0.33916083916083917,0.33916083916083917,0.4946153846153846,0.13559711044377817,1.0,24,1.0,24,2.423362970352173,2.4684605598449707,3.4692273139953613,1.5535112619400024,2.233726978302002,2.6467843055725098,3.313061475753784,2.1842539310455322,2.308382511138916,2.706239700317383,2.705946207046509,2.6269657611846924,3.4692273139953613,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,1712,0.16783216783216784,-0.3321678321678322,0.3321678321678322,0.5153146853146854,0.12217043400306035,1.0,24,1.0,24,2.7003984451293945,2.7200353145599365,3.8261163234710693,2.019256830215454,2.316922664642334,2.9254796504974365,3.3461759090423584,2.9216299057006836,2.915863037109375,3.8261163234710693,2.438943862915039,2.64349102973938,2.7915074825286865,False,False,high_activation_associated_with_success
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,15479,0.9747899159663865,0.47478991596638653,0.47478991596638653,0.48945378151260505,0.13799818110189135,0.22885572139303484,24,1.0,24,3.0458223819732666,3.04036808013916,3.9842629432678223,2.353475332260132,2.7806003093719482,3.346158266067505,3.54343318939209,2.578981637954712,2.5691568851470947,2.8929827213287354,3.238051176071167,3.3005285263061523,3.9842629432678223,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,3422,0.9159663865546218,0.4159663865546218,0.4159663865546218,0.5090756302521008,0.1282727348230177,0.9054726368159204,24,1.0,24,3.217115640640259,3.1379623413085938,4.291031360626221,2.667541027069092,2.8464596271514893,3.5242881774902344,3.815824508666992,2.7979321479797363,2.7832322120666504,3.1090476512908936,3.3897202014923096,3.4226057529449463,4.291031360626221,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,1534,0.907563025210084,0.40756302521008403,0.40756302521008403,0.48731092436974793,0.13642978133125386,0.9552238805970149,24,1.0,24,3.3496131896972656,3.3307080268859863,4.7378387451171875,2.528538703918457,3.003614664077759,3.7197773456573486,4.287994861602783,2.861973285675049,2.8498618602752686,3.085232734680176,3.550405502319336,3.4880406856536865,4.7378387451171875,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,8488,0.907563025210084,0.40756302521008403,0.40756302521008403,0.4934453781512606,0.13813030162634513,0.9552238805970149,24,1.0,24,3.287492513656616,3.209956645965576,4.576129913330078,2.5905086994171143,3.01074481010437,3.446704626083374,4.095184326171875,2.882889986038208,2.926215171813965,3.121675968170166,3.4540934562683105,3.4100353717803955,4.576129913330078,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,9933,0.907563025210084,0.40756302521008403,0.40756302521008403,0.5022689075630251,0.1320336551626695,0.9552238805970149,24,1.0,24,3.005521535873413,2.8872122764587402,3.9123051166534424,2.2710249423980713,2.719430685043335,3.378812789916992,3.8716416358947754,2.5800976753234863,2.7039694786071777,2.8014631271362305,3.1806957721710205,3.082979917526245,3.9123051166534424,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,10448,0.907563025210084,0.40756302521008403,0.40756302521008403,0.4905042016806721,0.13606261721191626,0.9552238805970149,24,1.0,24,2.998948335647583,2.930490016937256,4.537333011627197,2.1957478523254395,2.7604808807373047,3.105299711227417,3.870347499847412,2.546915292739868,2.7305004596710205,2.899078130722046,3.185080051422119,2.975877523422241,4.537333011627197,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,2013,0.10084033613445378,-0.39915966386554624,0.39915966386554624,0.484873949579832,0.13385106506680614,0.9900497512437811,24,1.0,24,3.0545613765716553,3.1221184730529785,3.6005003452301025,2.3230674266815186,2.7963998317718506,3.3187904357910156,3.59763765335083,3.415038585662842,3.4519662857055664,3.6005003452301025,2.9061295986175537,2.9990806579589844,3.599517583847046,False,False,high_activation_associated_with_success
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,11160,0.8991596638655462,0.39915966386554624,0.39915966386554624,0.502563025210084,0.13433213378232947,0.9900497512437811,24,1.0,24,3.513831853866577,3.501455307006836,4.4675092697143555,2.999746561050415,3.245863676071167,3.8320841789245605,3.9884588718414307,3.143563747406006,3.0661864280700684,3.521653413772583,3.666295289993286,3.720776081085205,4.4675092697143555,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,12361,0.8991596638655462,0.39915966386554624,0.39915966386554624,0.49365546218487394,0.13348389020508633,0.9900497512437811,24,1.0,24,2.721536636352539,2.449134349822998,5.765224933624268,1.6614913940429688,2.1672451496124268,2.78640079498291,4.940179347991943,2.071201801300049,2.0769245624542236,2.6514813899993896,2.989320993423462,2.7208383083343506,5.765224933624268,False,False,high_activation_associated_with_failure
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,14889,0.8991596638655462,0.39915966386554624,0.39915966386554624,0.48575630252100815,0.14402561556685411,0.9900497512437811,24,1.0,24,3.2774665355682373,3.301901340484619,4.197764873504639,2.3438148498535156,3.1425817012786865,3.519644260406494,4.041533946990967,2.892426013946533,2.9980781078338623,3.278489112854004,3.4360122680664062,3.396883487701416,4.197764873504639,False,False,high_activation_associated_with_failure
