rank,feature_id,mean_task_normalized_attribution,attribution_to_task_sd,mean_raw_attribution,support_tasks,positive_attribution_tasks,positive_sign_fraction,mean_active_tokens,mean_max_activation
29,7818,0.0024487997870892286,0.3284050524234772,0.016983261331915855,11,10,0.9090909090909091,2.048780487804878,5.470871925354004
30,11125,0.0023795764427632093,0.3972236216068268,0.01737687550485134,26,25,0.9615384615384616,1.4634146341463414,3.577630043029785
31,2453,0.002378525910899043,0.37984853982925415,0.01928531937301159,17,15,0.8823529411764706,0.7560975609756098,2.3515713214874268
32,7299,0.002242476213723421,0.2306295484304428,0.007975507527589798,33,21,0.6363636363636364,4.121951219512195,10.6207914352417
33,8109,0.0022418666630983353,0.1794459968805313,0.009882792830467224,33,10,0.30303030303030304,3.073170731707317,7.466250419616699
34,11252,0.0022205321583896875,0.44393080472946167,0.016173534095287323,21,20,0.9523809523809523,7.512195121951219,1.9190770387649536
35,7879,0.0021935205440968275,0.4868415594100952,0.014674334786832333,41,27,0.6585365853658537,4.560975609756097,10.6166410446167
36,10331,0.0021044781897217035,0.29660549759864807,0.014990855008363724,21,13,0.6190476190476191,2.8292682926829267,6.483367919921875
37,8167,0.0020759960170835257,0.6729223132133484,0.019386038184165955,31,29,0.9354838709677419,5.585365853658536,3.460256338119507
38,13439,0.002055398654192686,0.33841240406036377,0.013200109824538231,12,8,0.6666666666666666,0.4878048780487805,2.788270950317383
39,2916,0.002008199691772461,0.6678155064582825,0.018094539642333984,22,22,1.0,3.1951219512195124,3.066694736480713
40,2446,0.0019781666342169046,0.3521823585033417,0.013428855687379837,16,13,0.8125,1.8048780487804879,2.6561200618743896
41,2223,0.001958859385922551,0.43391552567481995,0.014592759311199188,25,19,0.76,2.4634146341463414,5.948439598083496
42,1239,0.0019296971149742603,0.5877096056938171,0.01583409123122692,23,17,0.7391304347826086,1.4878048780487805,5.459959506988525
43,5526,0.00191881088539958,0.24775783717632294,0.02410884015262127,7,6,0.8571428571428571,0.6829268292682927,6.312119007110596
44,144,0.0018574388232082129,0.6550436615943909,0.01357191987335682,35,31,0.8857142857142857,6.439024390243903,2.4578051567077637
45,5784,0.001839167787693441,0.7752496600151062,0.013937192969024181,39,38,0.9743589743589743,4.073170731707317,3.795851945877075
46,14785,0.0018266309052705765,0.32424673438072205,0.01484960038214922,6,6,1.0,0.17073170731707318,1.1774958372116089
47,354,0.0018049876671284437,0.5069852471351624,0.015142539516091347,20,20,1.0,4.536585365853658,2.9864394664764404
48,13142,0.0017983120633289218,0.4121565818786621,0.013177810236811638,8,7,0.875,0.21951219512195122,1.3584612607955933
49,1058,0.0017602903535589576,0.4925391376018524,0.01640307903289795,19,17,0.8947368421052632,4.634146341463414,3.4693284034729004
50,4740,0.0017243617912754416,0.1788512021303177,0.012220188044011593,15,11,0.7333333333333333,1.7804878048780488,4.611464023590088
51,91,0.0016274377703666687,0.5495439767837524,0.014616982080042362,32,29,0.90625,4.2926829268292686,3.2375547885894775
52,8662,0.0016239139949902892,0.344594806432724,0.010908704251050949,11,10,0.9090909090909091,1.4878048780487805,3.3607800006866455
53,4484,0.0015974217094480991,0.3969423472881317,0.01179539319127798,21,21,1.0,1.146341463414634,1.8966388702392578
54,447,0.0015835524536669254,0.4799676537513733,0.011099465191364288,41,26,0.6341463414634146,2.658536585365854,17.158979415893555
55,10843,0.001561276614665985,0.44363701343536377,0.012242878787219524,13,11,0.8461538461538461,0.5609756097560976,1.2356799840927124
56,11306,0.0015433132648468018,0.37554237246513367,0.01225538644939661,22,15,0.6818181818181818,10.926829268292684,4.118167400360107
57,6023,0.0015419336268678308,0.2693069577217102,0.013451269827783108,24,15,0.625,2.073170731707317,10.806456565856934
58,7538,0.001530500827357173,0.42052409052848816,0.01157432608306408,8,8,1.0,0.1951219512195122,0.8608545660972595
59,469,0.001458453363738954,0.3404892086982727,0.010822410695254803,20,15,0.75,1.3902439024390243,5.517571926116943
60,15336,0.0014496095245704055,0.3467256724834442,0.01209217868745327,18,17,0.9444444444444444,1.6829268292682926,3.438676357269287
61,2203,0.0014477535150945187,0.26539698243141174,0.013218840584158897,28,21,0.75,8.634146341463415,6.756167411804199
62,588,0.0014209705404937267,0.4145357608795166,0.010957437567412853,18,16,0.8888888888888888,0.6341463414634146,2.143968105316162
63,2704,0.0013858297606930137,0.4792852997779846,0.013541779480874538,18,13,0.7222222222222222,2.658536585365854,4.390222549438477
64,4239,0.001384642324410379,0.38552817702293396,0.011702449060976505,28,24,0.8571428571428571,1.7560975609756098,4.724921703338623
65,8087,0.0013721922878175974,0.24516113102436066,0.011421125382184982,9,6,0.6666666666666666,1.2682926829268293,1.4517477750778198
66,9812,0.0013668026076629758,0.4783572852611542,0.011603588238358498,22,19,0.8636363636363636,2.8048780487804876,3.533710479736328
67,11729,0.0013472038554027677,0.4237167537212372,0.011856448836624622,19,17,0.8947368421052632,1.5853658536585367,3.695586681365967
68,6934,0.0013405877398326993,0.43517667055130005,0.011026537977159023,25,20,0.8,1.853658536585366,5.138055801391602
69,3893,0.0013285786844789982,0.4676966965198517,0.009489011019468307,22,20,0.9090909090909091,1.146341463414634,4.976441860198975
70,1017,0.0013275645906105638,0.3940548300743103,0.009875080548226833,11,9,0.8181818181818182,1.5121951219512195,3.4662482738494873
71,6532,0.0013214037753641605,0.33279693126678467,0.009036119095981121,10,10,1.0,3.8536585365853657,2.6766936779022217
72,8309,0.001312524313107133,0.4308045208454132,0.019547881558537483,25,24,0.96,20.829268292682926,4.221149921417236
73,11953,0.00128450826741755,0.23403841257095337,0.01169921550899744,18,10,0.5555555555555556,0.975609756097561,8.268715858459473
74,12229,0.0012786908773705363,0.5566771626472473,0.010602668859064579,22,20,0.9090909090909091,2.4878048780487805,3.7360846996307373
75,10946,0.0012507381616160274,0.3072316348552704,0.009586213156580925,27,22,0.8148148148148148,5.878048780487805,3.1010677814483643
76,1362,0.001239980454556644,0.3926367163658142,0.00996880978345871,15,14,0.9333333333333333,1.4390243902439024,7.373302936553955
77,4990,0.0012243102537468076,0.3890475630760193,0.009935079142451286,18,13,0.7222222222222222,0.6341463414634146,1.4423439502716064
78,11576,0.0012213399168103933,0.39915868639945984,0.00904848612844944,16,15,0.9375,1.7073170731707317,1.9184112548828125
79,3769,0.00120775424875319,0.28334736824035645,0.018557365983724594,9,7,0.7777777777777778,4.512195121951219,1.313407301902771
80,15021,0.0011501945555210114,0.4799334406852722,0.00991684477776289,24,21,0.875,5.7073170731707314,4.9290900230407715
81,442,0.0011112390784546733,0.33696499466896057,0.008756788447499275,19,16,0.8421052631578947,1.146341463414634,4.719615459442139
82,13789,0.0010912171564996243,0.3453342914581299,0.009024367667734623,39,20,0.5128205128205128,9.073170731707316,2.780677556991577
83,5930,0.0010790317319333553,0.6141985654830933,0.006971448659896851,27,23,0.8518518518518519,4.0,4.502620220184326
84,11710,0.0010711101349443197,0.5519453287124634,0.007497832644730806,27,21,0.7777777777777778,1.3902439024390243,15.129386901855469
85,9786,0.001062198425643146,0.34025371074676514,0.008672215975821018,24,15,0.625,3.341463414634146,2.397911548614502
86,4284,0.0010597314685583115,0.484605073928833,0.01062039565294981,13,12,0.9230769230769231,2.024390243902439,3.453178644180298
87,14364,0.0010573171311989427,0.16278012096881866,0.0030179268214851618,41,12,0.2926829268292683,4.829268292682927,10.904251098632812
88,13358,0.0010375481797382236,0.408407062292099,0.006978131830692291,19,14,0.7368421052631579,2.268292682926829,2.452843427658081
89,4907,0.0010295346146449447,0.47333309054374695,0.006777978502213955,22,18,0.8181818181818182,2.7804878048780486,3.2690443992614746
90,6204,0.001022445154376328,0.39025819301605225,0.014748075045645237,13,13,1.0,6.560975609756097,2.5095009803771973
91,15150,0.0010122862877324224,0.5899834036827087,0.009604206308722496,16,15,0.9375,2.048780487804878,3.320847749710083
92,10234,0.0009879405843093991,0.4296894371509552,0.010087620466947556,16,16,1.0,2.682926829268293,3.3297622203826904
93,5626,0.0009823236614465714,0.3311137557029724,0.007798986975103617,36,23,0.6388888888888888,2.1707317073170733,7.139817237854004
94,6017,0.000977841205894947,0.40869349241256714,0.007219627965241671,8,7,0.875,0.1951219512195122,0.5838407278060913
95,1874,0.0009766772855073214,0.2734836935997009,0.005774396006017923,39,19,0.48717948717948717,1.975609756097561,5.882615566253662
96,12794,0.0009713589679449797,0.5747531056404114,0.012538863345980644,23,20,0.8695652173913043,1.829268292682927,2.8788774013519287
97,6717,0.000952941074501723,0.3128660321235657,0.005972541868686676,15,15,1.0,1.7073170731707317,5.4866623878479
98,1639,0.000951515743508935,0.29038238525390625,0.006448504514992237,18,12,0.6666666666666666,0.8536585365853658,6.232332229614258
99,6314,0.0009448960772715509,0.42501339316368103,0.008205676451325417,25,22,0.88,4.487804878048781,7.650041580200195
100,10654,0.0009413211373612285,0.23230797052383423,0.017885839566588402,24,20,0.8333333333333334,1.4634146341463414,2.992863655090332
101,12282,0.0009317508083768189,0.28337886929512024,0.008295203559100628,22,16,0.7272727272727273,4.658536585365853,3.88952374458313
102,12573,0.0009299333905801177,0.4396468698978424,0.0072864205576479435,22,14,0.6363636363636364,2.902439024390244,3.740276336669922
103,2870,0.0009287046850658953,0.4628080129623413,0.006616222206503153,13,10,0.7692307692307693,1.5609756097560976,1.7816096544265747
104,1777,0.0009201572393067181,0.44198089838027954,0.010592828504741192,32,26,0.8125,4.463414634146342,4.443984508514404
105,929,0.0009040722507052124,0.577580988407135,0.006812280975282192,23,23,1.0,1.9024390243902438,3.0694363117218018
106,3380,0.0008794534369371831,0.40839681029319763,0.007643498945981264,25,16,0.64,1.9268292682926829,4.97857141494751
