case_id,category_rank,feature_id,aggregation,analysis_column,selected_category,selected_pr_auc,selected_normalized_effect,selected_effect_to_variability,p_maxT,support_ok,difference_count,difference_proportion,unique_differential_values,base_contribution_mean,variant_contribution_mean,differential_mean,differential_median,regression_differential_mean,regression_differential_median,preserved_success_differential_mean,preserved_success_differential_median,improvement_differential_mean,improvement_differential_median,persistent_failure_differential_mean,persistent_failure_differential_median,variant_increase_associated_with_regression_pr_auc,variant_increase_associated_with_regression_roc_auc,variant_increase_associated_with_regression_baseline,variant_increase_associated_with_regression_normalized_effect,variant_increase_associated_with_regression_effect_to_variability,variant_decrease_associated_with_regression_pr_auc,variant_decrease_associated_with_regression_roc_auc,variant_decrease_associated_with_regression_baseline,variant_decrease_associated_with_regression_normalized_effect,variant_decrease_associated_with_regression_effect_to_variability,variant_increase_associated_with_improvement_pr_auc,variant_increase_associated_with_improvement_roc_auc,variant_increase_associated_with_improvement_baseline,variant_increase_associated_with_improvement_normalized_effect,variant_increase_associated_with_improvement_effect_to_variability,variant_decrease_associated_with_improvement_pr_auc,variant_decrease_associated_with_improvement_roc_auc,variant_decrease_associated_with_improvement_baseline,variant_decrease_associated_with_improvement_normalized_effect,variant_decrease_associated_with_improvement_effect_to_variability
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,3,15421,p50,15421,variant_increase_associated_with_improvement,0.3763674527695143,0.19017041412810134,7.331653208844049,1.0,True,802,1.0,802,0.3912931978702545,0.9698117971420288,0.5785186290740967,0.564131498336792,0.5508860945701599,0.5537430047988892,0.5733692646026611,0.5873540639877319,0.6774419546127319,0.6589136123657227,0.5533625483512878,0.5351015329360962,0.3107568656287819,0.46842105263157896,0.3413173652694611,-0.04639639490903114,-1.2632764154328664,0.3364729480758793,0.531578947368421,0.3413173652694611,-0.007354706102983289,-0.5595023719222779,0.3763674527695143,0.6196739221783343,0.22992125984251968,0.19017041412810134,7.331653208844049,0.18814577779899838,0.38032607782166566,0.22992125984251968,-0.054248325353038904,-2.5728432029093895
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,4,11933,p90,77469,variant_increase_associated_with_improvement,0.3459629960752909,0.15068814418774995,7.147169695189099,1.0,True,802,1.0,802,1.722965955734253,1.9266459941864014,0.2036798745393753,0.21947544813156128,0.14192433655261993,0.19574260711669922,0.143050417304039,0.20085960626602173,0.35888025164604187,0.36448633670806885,0.17817893624305725,0.18184959888458252,0.34649418595290477,0.5023923444976076,0.3413173652694611,0.00785935503759174,-0.42867151861710906,0.3612755888819171,0.49760765550239233,0.3413173652694611,0.030300212211637704,0.17812995009123517,0.3459629960752909,0.6140992240244278,0.22992125984251968,0.15068814418774995,7.147169695189099,0.1929115019945406,0.38590077597557215,0.22992125984251968,-0.048059705998909436,-2.793976319691844
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,5,11933,p70,44701,variant_increase_associated_with_improvement,0.3465397959680595,0.15143715836343105,7.109205926897792,1.0,True,802,1.0,802,1.0870882272720337,1.2619907855987549,0.17490248382091522,0.17292070388793945,0.14613279700279236,0.12504279613494873,0.1193661242723465,0.12307286262512207,0.3080640435218811,0.3148813247680664,0.1509910225868225,0.15330004692077637,0.3450800253290227,0.5338118022328548,0.3413173652694611,0.005712402090425349,-0.4344910972231126,0.3112274131112407,0.46618819776714515,0.3413173652694611,-0.04568201827657099,-1.2631884070991999,0.3465397959680595,0.6356556573381517,0.22992125984251968,0.15143715836343105,7.109205926897792,0.18158548828196536,0.36434434266184834,0.22992125984251968,-0.06276731071769324,-3.4936273881160127
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,1,12140,p99,110444,variant_decrease_associated_with_improvement,0.37080887486001185,0.18295221991024033,7.737864151780671,1.0,True,802,1.0,802,2.8334600925445557,3.0287742614746094,0.19531428813934326,0.3347048759460449,0.6905208230018616,0.729722261428833,0.5595125555992126,0.4255177974700928,-0.2971061170101166,-0.2969573736190796,0.20268608629703522,0.35211682319641113,0.3880925722885295,0.563317384370016,0.3413173652694611,0.07101326883804021,0.7209374865348551,0.3140756902677792,0.43668261562998406,0.3413173652694611,-0.04135781568437161,-1.190873828188806,0.1874405266705771,0.3802560439252598,0.22992125984251968,-0.05516414225804406,-2.757772950868184,0.37080887486001185,0.6197439560747402,0.22992125984251968,0.18295221991024033,7.737864151780671
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,2,6746,p99,105050,variant_decrease_associated_with_improvement,0.3685831596822609,0.1800619762745106,7.355053431554546,1.0,True,802,1.0,802,3.327144145965576,3.1772778034210205,-0.14986634254455566,-0.018742918968200684,0.2252698540687561,0.16297507286071777,0.1480722874403,0.09184408187866211,-0.6655388474464417,-0.6727834939956665,-0.10665127635002136,0.012455224990844727,0.37275680128787797,0.5279106858054227,0.3413173652694611,0.047730780137051065,0.37199694719749526,0.3252962187953204,0.47208931419457734,0.3413173652694611,-0.024323013283468174,-0.8529703487830425,0.18739853427150022,0.37554976608678603,0.22992125984251968,-0.055218672265025276,-2.6979538481165823,0.3685831596822609,0.624450233913214,0.22992125984251968,0.1800619762745106,7.355053431554546
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,3,6187,p99,104491,variant_decrease_associated_with_improvement,0.35292992707665627,0.15973518137766202,7.245123554237673,1.0,True,802,1.0,802,2.9730587005615234,2.798187732696533,-0.1748710721731186,-0.21530508995056152,0.2608085572719574,0.253572940826416,0.12933160364627838,-0.08501076698303223,-0.49798551201820374,-0.5499767065048218,-0.19761404395103455,-0.2561025619506836,0.3940197192813599,0.5594896331738437,0.3413173652694611,0.08001175563624639,0.6901986185462851,0.3440629539553765,0.4405103668261563,0.3413173652694611,0.004168302823162473,-0.2749813867709127,0.20672116063980578,0.41297588032607785,0.22992125984251968,-0.03012691818757327,-1.7712150423497124,0.35292992707665627,0.5870241196739222,0.22992125984251968,0.15973518137766202,7.245123554237673
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,4,1880,p99,100184,variant_decrease_associated_with_improvement,0.3623334789474566,0.171946337692505,7.214521423784212,1.0,True,802,1.0,802,6.199757099151611,2.457512617111206,-3.7422447204589844,-3.6419200897216797,-2.5560109615325928,-0.8343220949172974,-3.230131149291992,-1.8147701025009155,-5.053414344787598,-5.916824817657471,-3.6042425632476807,-3.634681224822998,0.3824702967116586,0.5652312599681021,0.3413173652694611,0.062477632280427124,0.6116499655318386,0.3392874683387757,0.4347687400318979,0.3413173652694611,-0.0030817526129496425,-0.5289461189600387,0.21345383752557057,0.398829033252094,0.22992125984251968,-0.02138407601485212,-1.262138923384874,0.3623334789474566,0.6011709667479059,0.22992125984251968,0.171946337692505,7.214521423784212
deepseek_base_finetuned_layer16__bigcodebench__layer16__paired_transitions,5,8772,p99,107076,variant_decrease_associated_with_improvement,0.34679298967370203,0.15176594773578894,7.212937155786162,1.0,True,490,0.6109725685785536,491,0.36323851346969604,0.010829715058207512,-0.352408766746521,-0.10392987728118896,-0.21703697741031647,-0.03239716216921806,-0.2824946343898773,-0.0019059901824221015,-0.5935329794883728,-0.35243090987205505,-0.3119233548641205,-0.08050046116113663,0.3200316320606191,0.4839712918660287,0.3413173652694611,-0.0323156131443329,-0.8635265645616265,0.32782150156608636,0.5160287081339713,0.3413173652694611,-0.020489174895123478,-0.9174989121865899,0.18209309973426416,0.37512956270835085,0.22992125984251968,-0.06210814247186556,-3.637536807798016,0.34679298967370203,0.6248704372916492,0.22992125984251968,0.15176594773578894,7.212937155786162
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,1,15656,p70,48424,variant_increase_associated_with_regression,1.0,1.0,5.25085107338707,1.0,True,5,0.06097560975609756,6,0.0,0.005117340013384819,0.005117340013384819,0.0,0.1288437396287918,0.1288437396287918,0.0,0.0,0.004759254865348339,0.0,0.007693442981690168,0.0,1.0,1.0,0.03125,1.0,5.25085107338707,0.03125,0.0,0.03125,0.0,-5.250846023720851,0.6364583333333333,0.4756944444444444,0.64,-0.00983796296296296,-0.9677035688365703,0.6520034984102336,0.5243055555555556,0.64,0.03334305113953785,0.6517871289474453
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,2,3306,p90,68842,variant_increase_associated_with_regression,1.0,1.0,5.25085107338707,1.0,True,7,0.08536585365853659,8,0.0,0.005801955237984657,0.005801955237984657,0.0,0.02704988233745098,0.02704988233745098,0.0,0.0,0.00793437659740448,0.0,0.010822799056768417,0.0,1.0,1.0,0.03125,1.0,5.25085107338707,0.03125,0.0,0.03125,0.0,-5.250846023720851,0.6398958333333333,0.4661458333333333,0.64,-0.0002893518518518971,-0.7386636972847413,0.6578383998062475,0.5338541666666666,0.64,0.04955111057290962,0.7421121117472476
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,3,15964,p90,81500,variant_increase_associated_with_regression,1.0,1.0,5.25085107338707,1.0,True,7,0.08536585365853659,8,0.0,0.00897979736328125,0.00897979736328125,0.0,0.04435460641980171,0.04435460641980171,0.0,0.0,0.020795412361621857,0.0,0.0014741994673386216,0.0,1.0,1.0,0.03125,1.0,5.25085107338707,0.03125,0.0,0.03125,0.0,-5.250846023720851,0.685,0.5138888888888888,0.64,0.1250000000000001,1.0069545148019023,0.6354017548750641,0.4861111111111111,0.64,-0.012772903124821933,-0.1820032539267005
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,4,14431,p95,96351,variant_increase_associated_with_regression,1.0,1.0,5.25085107338707,1.0,True,6,0.07317073170731707,7,0.0,0.0039021833799779415,0.0039021833799779415,0.0,0.017675692215561867,0.017675692215561867,0.0,0.0,0.009446979500353336,0.0,0.0,0.0,1.0,1.0,0.03125,1.0,5.25085107338707,0.03125,0.0,0.03125,0.0,-5.250846023720851,0.69625,0.578125,0.64,0.15625000000000006,1.9506392696872084,0.6038553121873171,0.421875,0.64,-0.10040191059078576,-1.8129763432478894
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,5,3617,p99,101921,variant_increase_associated_with_regression,1.0,1.0,5.25085107338707,1.0,True,6,0.07317073170731707,7,0.0,0.011010968126356602,0.011010968126356602,0.0,0.020923899486660957,0.020923899486660957,0.0,0.0,0.02756173349916935,0.0,0.0,0.0,1.0,1.0,0.03125,1.0,5.25085107338707,0.03125,0.0,0.03125,0.0,-5.250846023720851,0.69625,0.578125,0.64,0.15625000000000006,2.079648873420208,0.6038553121873171,0.421875,0.64,-0.10040191059078576,-1.8083003479891155
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,1,303,p50,303,variant_decrease_associated_with_regression,1.0,1.0,5.25085107338707,1.0,True,6,0.07317073170731707,7,0.012320762500166893,0.0,-0.012320762500166893,0.0,-0.022043436765670776,-0.022043436765670776,0.0,0.0,-0.0016220267862081528,0.0,-0.05201968178153038,0.0,0.03125,0.0,0.03125,0.0,-5.250846023720851,1.0,1.0,0.03125,1.0,5.25085107338707,0.6891002415458937,0.5989583333333334,0.64,0.1363895598497046,2.261632591962372,0.62625,0.4010416666666667,0.64,-0.03819444444444456,-1.4852652716187382
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,2,10304,p60,26688,variant_decrease_associated_with_regression,1.0,1.0,5.25085107338707,1.0,True,5,0.06097560975609756,6,0.0018105299677699804,0.0,-0.0018105299677699804,0.0,-0.006593695841729641,-0.006593695841729641,0.0,0.0,-0.0007968200952745974,0.0,-0.0064650848507881165,0.0,0.03125,0.0,0.03125,0.0,-5.250846023720851,1.0,1.0,0.03125,1.0,5.25085107338707,0.6528580789392538,0.5277777777777778,0.64,0.03571688594237177,0.7332138526534495,0.6260416666666666,0.4722222222222222,0.64,-0.03877314814814835,-1.5278083936796025
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,3,618,p70,33386,variant_decrease_associated_with_regression,1.0,1.0,5.25085107338707,1.0,True,7,0.08536585365853659,8,0.00738505320623517,0.0,-0.00738505320623517,0.0,-0.0740770772099495,-0.0740770772099495,0.0,0.0,-0.008522603660821915,0.0,-0.014376331120729446,0.0,0.03125,0.0,0.03125,0.0,-5.250846023720851,1.0,1.0,0.03125,1.0,5.25085107338707,0.6587461718246294,0.5373263888888888,0.64,0.05207269951285929,0.8394015135049856,0.6425,0.4626736111111111,0.64,0.006944444444444297,-0.6511585399462589
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,4,9077,p70,41845,variant_decrease_associated_with_regression,1.0,1.0,5.25085107338707,1.0,True,5,0.06097560975609756,6,0.00222970824688673,0.0,-0.00222970824688673,0.0,-0.02006610296666622,-0.02006610296666622,0.0,0.0,-0.005086562130600214,0.0,0.0,0.0,0.03125,0.0,0.03125,0.0,-5.250846023720851,1.0,1.0,0.03125,1.0,5.25085107338707,0.6111922687090563,0.4375,0.64,-0.08002147580817699,-1.426953958825645,0.685,0.5625,0.64,0.1250000000000001,1.488276014567616
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,5,10304,p70,43072,variant_decrease_associated_with_regression,1.0,1.0,5.25085107338707,1.0,True,5,0.06097560975609756,6,0.009953157044947147,0.0,-0.009953157044947147,0.0,-0.1191638633608818,-0.1191638633608818,0.0,0.0,-0.0074668629094958305,0.0,-0.025447525084018707,0.0,0.03125,0.0,0.03125,0.0,-5.250846023720851,1.0,1.0,0.03125,1.0,5.25085107338707,0.6528580789392538,0.5277777777777778,0.64,0.03571688594237177,0.7352641019524633,0.6260416666666666,0.4722222222222222,0.64,-0.03877314814814835,-1.6285886544123063
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,1,14510,p50,14510,variant_increase_associated_with_improvement,0.8899258381211982,0.6942384392255505,3.740089657468176,1.0,True,82,1.0,82,0.7501950860023499,1.134416103363037,0.38422101736068726,0.3363247215747833,0.4785078763961792,0.4785078763961792,0.41486239433288574,0.32131701707839966,0.563562273979187,0.5575662851333618,0.007382608018815517,0.017544567584991455,0.08333333333333333,0.6451612903225806,0.03125,0.05376344086021505,-0.18684237225041045,0.047619047619047616,0.3548387096774194,0.03125,0.016897081413210443,-0.4376018186779458,0.8899258381211982,0.8107638888888888,0.64,0.6942384392255505,3.740089657468176,0.48276051103786555,0.1892361111111111,0.64,-0.4367763582281513,-3.2796211795602983
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,2,14110,p90,79646,variant_increase_associated_with_improvement,0.9009889650077472,0.7249693472437421,3.6532727756611343,1.0,True,82,1.0,82,1.4912467002868652,1.3659507036209106,-0.12529587745666504,-0.13653802871704102,-0.08845996856689453,-0.08845996856689453,-0.3330673277378082,-0.4610530138015747,0.19143147766590118,0.38448336720466614,-0.3325846791267395,-0.25343966484069824,0.08333333333333333,0.6451612903225806,0.03125,0.05376344086021505,-0.27105281462685565,0.047619047619047616,0.3548387096774194,0.03125,0.016897081413210443,-0.40162958839282453,0.9009889650077472,0.7951388888888888,0.64,0.7249693472437421,3.6532727756611343,0.5038298070287809,0.2048611111111111,0.64,-0.37825053603116426,-2.73302112140112
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,3,14842,p50,14842,variant_increase_associated_with_improvement,0.8686580685335953,0.6351613014822091,3.652221285892755,1.0,True,82,1.0,82,0.9040510654449463,0.9428714513778687,0.038820356130599976,0.030639946460723877,-0.03526616096496582,-0.03526616096496582,0.07766364514827728,0.02155888080596924,0.15913206338882446,0.09297630190849304,-0.23784801363945007,-0.22998744249343872,0.05555555555555555,0.45161290322580644,0.03125,0.025089605734767022,-0.3484420252272082,0.06666666666666667,0.5483870967741935,0.03125,0.03655913978494624,-0.35260641511310664,0.8686580685335953,0.7777777777777778,0.64,0.6351613014822091,3.652221285892755,0.4937470602491436,0.2222222222222222,0.64,-0.4062581659746011,-2.9077764536642356
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,4,6621,p50,6621,variant_increase_associated_with_improvement,0.8695797306997624,0.6377214741660066,3.646451363590086,1.0,True,82,1.0,82,0.6468293070793152,0.8853250741958618,0.23849575221538544,0.2345758080482483,0.3802025616168976,0.3802025616168976,0.21312586963176727,0.18263232707977295,0.3893859088420868,0.4167912006378174,0.006066653411835432,0.07499656081199646,0.09090909090909091,0.6774193548387096,0.03125,0.06158357771260997,-0.14319251177476996,0.045454545454545456,0.3225806451612903,0.03125,0.01466275659824047,-0.42806099614147775,0.8695797306997624,0.765625,0.64,0.6377214741660066,3.646451363590086,0.5030765892235393,0.234375,0.64,-0.380342807712391,-2.8523576037744163
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,5,5632,p50,5632,variant_increase_associated_with_improvement,0.8868882851996012,0.6858007922211143,3.646171447374,1.0,True,82,1.0,82,1.0876933336257935,1.1879242658615112,0.10023102909326553,-0.019471049308776855,-0.036701738834381104,-0.036701738834381104,0.17974358797073364,0.02942502498626709,0.25113993883132935,0.2397109866142273,-0.29738232493400574,-0.20613914728164673,0.058823529411764705,0.4838709677419355,0.03125,0.028462998102466792,-0.3984397121309911,0.0625,0.5161290322580645,0.03125,0.03225806451612903,-0.3043857175873222,0.8868882851996012,0.7899305555555556,0.64,0.6858007922211143,3.646171447374,0.4967727740649024,0.21006944444444445,0.64,-0.3978534053752712,-2.6059408785152214
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,1,11073,p95,92993,variant_decrease_associated_with_improvement,0.8940495374654863,0.7056931596263509,3.961028851853037,1.0,True,72,0.8780487804878049,73,0.3803490102291107,0.0,-0.3803490102291107,-0.36824166774749756,-1.0124417543411255,-1.0124417543411255,-0.4388582408428192,-0.429755836725235,-0.4362753927707672,-0.42295265197753906,-0.14504194259643555,-0.10857712477445602,0.03225806451612903,0.03225806451612903,0.03125,0.001040582726326742,-0.4937239033370306,0.5,0.967741935483871,0.03125,0.4838709677419355,1.6995152090050383,0.4862883987057255,0.19618055555555555,0.64,-0.4269766702618737,-2.6720025958411147,0.8940495374654863,0.8038194444444444,0.64,0.7056931596263509,3.961028851853037
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,2,12944,p95,94864,variant_decrease_associated_with_improvement,0.9055963517996914,0.7377676438880317,3.933384100786756,1.0,True,82,1.0,82,2.190265417098999,1.6137489080429077,-0.5765165090560913,-0.4963187575340271,-0.7288768291473389,-0.7288768291473389,-0.5723708271980286,-0.5251705646514893,-0.7972621917724609,-0.7925204038619995,-0.1827550083398819,-0.2339259386062622,0.047619047619047616,0.3548387096774194,0.03125,0.016897081413210443,-0.3994728905670259,0.08333333333333333,0.6451612903225806,0.03125,0.05376344086021505,-0.27677430735327974,0.5212431228115669,0.1909722222222222,0.64,-0.32988021441231413,-2.316099276700365,0.9055963517996914,0.8090277777777778,0.64,0.7377676438880317,3.933384100786756
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,3,11796,p90,77332,variant_decrease_associated_with_improvement,0.8868353286996815,0.6856536908324486,3.667427388634917,1.0,True,82,1.0,82,1.633338212966919,1.2469855546951294,-0.3863527178764343,-0.36299723386764526,0.19709110260009766,0.19709110260009766,-0.4866519272327423,-0.5270293951034546,-0.4480464458465576,-0.46897968649864197,-0.13635094463825226,-0.1370832324028015,0.25,0.9032258064516129,0.03125,0.22580645161290322,0.8703248405808035,0.034482758620689655,0.0967741935483871,0.03125,0.0033370411568409337,-0.49457343167108897,0.5609638281231555,0.2378472222222222,0.64,-0.2195449218801237,-1.8695403104592558,0.8868353286996815,0.7621527777777778,0.64,0.6856536908324486,3.667427388634917
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,4,7786,p80,56938,variant_decrease_associated_with_improvement,0.8482216046449265,0.5783933462359069,3.660516363673232,1.0,True,82,1.0,82,2.0340495109558105,1.0683162212371826,-0.9657331109046936,-0.9708101749420166,-1.2121055126190186,-1.2121055126190186,-1.0441629886627197,-1.0892343521118164,-1.0315430164337158,-1.089585781097412,-0.6999764442443848,-0.6178932785987854,0.047619047619047616,0.3548387096774194,0.03125,0.016897081413210443,-0.4395834719925725,0.08333333333333333,0.6451612903225806,0.03125,0.05376344086021505,-0.28802867319062964,0.5631158419047555,0.2934027777777778,0.64,-0.21356710582012367,-1.7923559901233082,0.8482216046449265,0.7065972222222222,0.64,0.5783933462359069,3.660516363673232
deepseek_base_merged_layer16__humanevalplus__layer16__paired_transitions,5,11627,p99,109931,variant_decrease_associated_with_improvement,0.8887896744032912,0.691082428898031,3.640735837369203,1.0,True,73,0.8902439024390244,74,0.4771788418292999,0.0,-0.4771788418292999,-0.529594898223877,-0.5507897734642029,-0.5507897734642029,-0.41085007786750793,-0.32973170280456543,-0.6057538986206055,-0.6476134061813354,-0.35874441266059875,-0.43760591745376587,0.047619047619047616,0.3548387096774194,0.03125,0.016897081413210443,-0.6354960049481387,0.08333333333333333,0.6451612903225806,0.03125,0.05376344086021505,-0.303280913806534,0.5006991175329736,0.2170138888888889,0.64,-0.3869468957417401,-2.303311912498265,0.8887896744032912,0.7829861111111112,0.64,0.691082428898031,3.640735837369203
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,1,7510,p90,73046,variant_increase_associated_with_regression,0.6175857453090894,0.42222194128221113,6.529829981927711,0.22885572139303484,True,424,0.6180758017492711,425,0.0,0.10081513971090317,0.10081513971090317,0.03798987716436386,0.15512888133525848,0.11090666055679321,0.05459960177540779,0.0,0.09066244214773178,0.03814106434583664,0.11005446314811707,0.05303296819329262,0.6175857453090894,0.7240980573543015,0.3381294964028777,0.42222194128221113,6.529829981927711,0.2409093222690101,0.27590194264569845,0.3381294964028777,-0.14688700222399562,-3.324500374975619,0.2934025954052428,0.4570878798182436,0.3162705667276051,-0.03344593666666357,-1.5469736290004579,0.34613711933814895,0.5429121201817564,0.3162705667276051,0.04368182962023389,1.7712782308800483
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,2,7510,p95,89430,variant_increase_associated_with_regression,0.6060913938914042,0.40485547555331725,5.634240684737438,0.40298507462686567,True,616,0.8979591836734694,617,0.0,0.2493850290775299,0.2493850290775299,0.227110356092453,0.3345410227775574,0.30126258730888367,0.1748870313167572,0.1498364508152008,0.22524960339069366,0.22133325040340424,0.2681735157966614,0.2481537163257599,0.6060913938914042,0.7395929694727105,0.3381294964028777,0.40485547555331725,5.634240684737438,0.23436753544372466,0.26040703052728953,0.3381294964028777,-0.1567707888404595,-3.0626399325563995,0.2801661095284297,0.436462551389447,0.3162705667276051,-0.05280518205333947,-2.0888558698257627,0.3602273672133601,0.563537448610553,0.3162705667276051,0.06428975899921914,2.203445943204318
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,3,5841,p99,104145,variant_increase_associated_with_regression,0.5914911853354742,0.38279646480033597,5.2953530496155015,0.6965174129353234,True,618,0.9008746355685131,619,0.0,0.34111109375953674,0.34111109375953674,0.3166709542274475,0.38580381870269775,0.37724465131759644,0.22364266216754913,0.20855948328971863,0.3382413983345032,0.31625261902809143,0.3657180368900299,0.3603478670120239,0.5914911853354742,0.6764569842738205,0.3381294964028777,0.38279646480033597,5.2953530496155015,0.25945750547676505,0.32354301572617944,0.3381294964028777,-0.11886311672532239,-2.3881043346790323,0.3031573700122231,0.46789898302989086,0.3162705667276051,-0.019178926746828792,-0.9440940549493819,0.3233953847151778,0.5321010169701091,0.3162705667276051,0.010420522564711937,0.2242594026538563
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,4,7510,p99,105814,variant_increase_associated_with_regression,0.5781581877322676,0.36265204450853467,5.027602465078322,0.9353233830845771,True,673,0.9810495626822158,674,0.0,0.5454242825508118,0.5454242825508118,0.5513213872909546,0.6270880103111267,0.6124460697174072,0.45958250761032104,0.4587249755859375,0.5119767189025879,0.5226885080337524,0.5717496275901794,0.5852164030075073,0.5781581877322676,0.6840888066604995,0.3381294964028777,0.36265204450853467,5.027602465078322,0.26235908976682293,0.31591119333950046,0.3381294964028777,-0.11447920133056103,-2.3785472493853796,0.274937146525345,0.42502550153009183,0.3162705667276051,-0.060452889974963314,-2.2883649465223463,0.3591428757538262,0.5749744984699082,0.3162705667276051,0.06270361774690623,1.606260359759836
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,5,9020,p90,74556,variant_increase_associated_with_regression,0.5761682185166297,0.3596454605849079,5.227358084610913,0.9502487562189055,True,651,0.9489795918367347,652,0.0,0.34018954634666443,0.34018954634666443,0.33773449063301086,0.41592657566070557,0.38008445501327515,0.259012371301651,0.25995469093322754,0.3104568123817444,0.308244526386261,0.36439383029937744,0.3562832474708557,0.5761682185166297,0.7003931544865865,0.3381294964028777,0.3596454605849079,5.227358084610913,0.24810693699071615,0.2996068455134135,0.3381294964028777,-0.1360123451988093,-2.9269251572151616,0.27540743510251087,0.4215634756267194,0.3162705667276051,-0.05976506149445603,-2.2152834309300586,0.38947406782671784,0.5784365243732805,0.3162705667276051,0.10706501363961139,3.266244994769434
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,1,10727,p99,109031,variant_decrease_associated_with_regression,0.6213385032135779,0.4278918689857318,6.6825647236120975,0.17412935323383086,True,686,1.0,686,2.353137254714966,2.437772512435913,0.08463527262210846,0.13618773221969604,-0.06225664168596268,-0.07256722450256348,0.3105565905570984,0.33333349227905273,0.07466529309749603,0.0665585994720459,0.052132509648799896,0.13429641723632812,0.2631609089929026,0.31938020351526364,0.3381294964028777,-0.11326775706507106,-2.3454142610227326,0.6213385032135779,0.6806197964847364,0.3381294964028777,0.4278918689857318,6.6825647236120975,0.3418625449346642,0.49584247782139657,0.3162705667276051,0.03742997882155436,0.9150019227960764,0.3218914015782147,0.5041575221786034,0.3162705667276051,0.008220846693271262,-0.0718275525724316
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,2,15037,p50,15037,variant_decrease_associated_with_regression,0.6085125850968073,0.40851357965713275,6.3441031979366285,0.3582089552238806,True,686,1.0,686,0.6993402242660522,0.8059609532356262,0.10662072151899338,0.10714739561080933,-0.03081447444856167,-0.04212993383407593,0.19291900098323822,0.18925854563713074,0.12452297657728195,0.11639857292175293,0.09438255429267883,0.1003689169883728,0.2480263586668769,0.2541628122109158,0.3381294964028777,-0.13613408853591427,-2.7782041912697077,0.6085125850968073,0.7458371877890841,0.3381294964028777,0.40851357965713275,6.3441031979366285,0.3446165262129349,0.5287317239034343,0.3162705667276051,0.0414578605306829,1.092097775734521,0.30091216435319734,0.4712682760965658,0.3162705667276051,-0.022462690103746134,-1.2213950762453964
deepseek_base_merged_layer16__bigcodebench__layer16__paired_transitions,3,15037,p80,64189,variant_decrease_associated_with_regression,0.6084465723120362,0.40841384294970695,5.980954620589577,0.3582089552238806,True,686,1.0,686,1.2552467584609985,1.3836874961853027,0.12844079732894897,0.12119418382644653,-0.002308996394276619,-0.010461211204528809,0.22131988406181335,0.19577229022979736,0.1580972671508789,0.13940644264221191,0.10830655694007874,0.10195183753967285,0.23744253981317642,0.26040703052728953,0.3381294964028777,-0.15212485832574432,-3.041786787525036,0.6084465723120362,0.7395929694727105,0.3381294964028777,0.40841384294970695,5.980954620589577,0.35867356320016597,0.540601527000711,0.3162705667276051,0.062017216766018145,1.8366342772769966,0.2905825627053836,0.45939847299928904,0.3162705667276051,-0.03757042299506734,-1.6655896519025404
