feature_id,rank,token_text,active_occurrences,activation_sum,mean_activation
7097,27,1,372,806.8897949457169,2.1690585885637548
7097,28,plot,259,793.1065365076065,3.0621873996432685
7097,29,data,280,792.6172814369202,2.830776005131858
7097,30,"',",248,789.1796572208405,3.1821760371808083
2969,1,"
",1304,7292.981929242611,5.592777553100162
2969,2,else,377,3816.2554564476013,10.122693518428651
2969,3,      ,629,2268.9508630633354,3.607235076412298
2969,4,...,406,2095.0975317955017,5.160338748264783
2969,5,return,379,1751.011458516121,4.620083004000319
2969,6,  ,344,1294.2024546265602,3.7622164378679077
2969,7,False,137,899.9227193593979,6.568778973426262
2969,8,          ,156,705.6885355710983,4.523644458789092
2969,9,:,217,635.1089446544647,2.9267693302049067
2969,10,",",159,580.2630863189697,3.649453373075281
2969,11,1,157,474.13890993595123,3.0199930569168867
2969,12,None,123,467.9975494146347,3.8048581253222333
2969,13,=,138,411.1286100745201,2.9791928266269574
2969,14,.,138,395.35037660598755,2.8648578014926636
2969,15,True,67,310.82477152347565,4.639175694380233
2969,16,(,116,309.47670090198517,2.667902593982631
2969,17,),91,300.4858580827713,3.3020423965139702
2969,18,0,95,299.8108333349228,3.155903508788661
2969,19,],66,255.37451016902924,3.8693107601368064
2969,20,',62,231.09687685966492,3.7273689816074986
2969,21,[,77,226.08123135566711,2.9361198877359365
2969,22,if,77,211.4568074941635,2.7461923051190067
2969,23,elif,58,208.3699402809143,3.5925851772571433
2969,24,,63,206.97393333911896,3.2853005291923645
2969,25,==,91,202.91842091083527,2.229872757261926
2969,26,               ,51,198.73836374282837,3.8968306616240858
2969,27,replace,44,194.59201395511627,4.422545771707188
2969,28,              ,40,193.2174872159958,4.830437180399895
2969,29,"""",36,177.4867024421692,4.930186178949144
2969,30,is,58,171.1614170074463,2.9510589139214876
1287,1,_,7237,40912.75804382563,5.6532759491261055
1287,2,of,927,3739.8902556300163,4.034401570258917
1287,3,.,487,1422.7643299102783,2.921487330411249
1287,4,(,458,1153.325370669365,2.518177665216954
1287,5,-,219,1009.8088020086288,4.610999095929812
1287,6,to,226,780.1064277887344,3.4517983530474976
1287,7,random,225,627.8816750049591,2.7905852222442626
1287,8,a,173,421.93783354759216,2.4389470147259664
1287,9,the,148,386.57314467430115,2.6119807072587915
