case_id,rank,feature_id,failure_pr_auc,failure_baseline,failure_normalized_effect,failure_null_mean,failure_null_sd,failure_effect_null_mean,failure_effect_null_sd,failure_effect_to_variability,success_pr_auc,success_baseline,success_normalized_effect,success_null_mean,success_null_sd,success_effect_null_mean,success_effect_null_sd,success_effect_to_variability,selected_direction,selected_pr_auc,selected_normalized_effect,selected_effect_to_variability,p_maxT,support_ok,activation_count,activation_proportion,unique_aggregated_values,mean,median,maximum,q05,q25,q75,q95,pass_mean,pass_median,pass_maximum,fail_mean,fail_median,fail_maximum
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,1,5535,0.9137010745552121,0.7650224215246637,0.6327354890422194,0.7659516930580139,0.011776827275753021,0.003955390304327011,0.05011893808841705,12.545758603836207,0.15599590051157633,0.2349775784753363,-0.10324099757279291,0.23985454440116882,0.012501921504735947,0.006374898366630077,0.01634190045297146,-6.70765901768123,high_activation_associated_with_failure,0.9137010745552121,0.6327354890422194,12.545758603836207,0.004975124378109453,True,1115,1.0,1114,6.234447002410889,5.626046180725098,11.308019638061523,4.147456645965576,4.878599166870117,7.784929275512695,9.61195182800293,5.075931072235107,5.047292232513428,7.4968581199646,6.590283393859863,5.955697059631348,11.308019638061523
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,2,5728,0.9160566531893404,0.7650224215246637,0.6427601843744828,0.7663654088973999,0.012273361906409264,0.005716565065085888,0.052232056856155396,12.196410741851212,0.1544301476804965,0.2349775784753363,-0.1052876733133017,0.23948663473129272,0.012930029071867466,0.005894179455935955,0.01690150424838066,-6.5782223366236785,high_activation_associated_with_failure,0.9160566531893404,0.6427601843744828,12.196410741851212,0.004975124378109453,True,1115,1.0,1115,7.395698547363281,5.854487895965576,15.301935195922852,4.208707332611084,5.133454322814941,10.253789901733398,13.33270263671875,5.336815357208252,5.253609657287598,10.590502738952637,8.028085708618164,6.329226970672607,15.301935195922852
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,3,13605,0.9122288340487081,0.7650224215246637,0.6264700380317159,0.7674338817596436,0.012220697477459908,0.01026178989559412,0.052007924765348434,11.848352936910217,0.1568363959530028,0.2349775784753363,-0.10214234292192477,0.23832523822784424,0.012975993566215038,0.004375905729830265,0.016961582005023956,-6.279971326979095,high_activation_associated_with_failure,0.9122288340487081,0.6264700380317159,11.848352936910217,0.004975124378109453,True,1115,1.0,1115,6.003432750701904,4.805384635925293,13.329720497131348,3.417041778564453,4.139673709869385,8.546926498413086,10.643447875976562,4.363990306854248,4.314605236053467,9.380952835083008,6.506989002227783,5.191389560699463,13.329720497131348
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,4,3341,0.9117573844981588,0.7650224215246637,0.624463678303233,0.7663135528564453,0.012443398125469685,0.005494263023138046,0.05295567959547043,11.68844248640402,0.1562505745870334,0.2349775784753363,-0.10290810004156825,0.23965516686439514,0.013731690123677254,0.0061143385246396065,0.01794939860701561,-6.073876955609862,high_activation_associated_with_failure,0.9117573844981588,0.624463678303233,11.68844248640402,0.004975124378109453,True,1115,1.0,1114,6.060074806213379,5.124367713928223,11.980249404907227,3.6412994861602783,4.429502487182617,7.972134113311768,10.31995964050293,4.652291297912598,4.565332889556885,7.229402542114258,6.4924798011779785,5.449289321899414,11.980249404907227
deepseek_base_merged_layer16__a_deepseek_base__bigcodebench__layer16__evaluated_tokens,5,10925,0.9036341974409065,0.7650224215246637,0.5898936265137812,0.7662705779075623,0.011880634352564812,0.005312739405781031,0.05056072399020195,11.561956415443829,0.16224077545282573,0.2349775784753363,-0.09507800160621252,0.23937498033046722,0.01254279725253582,0.0057481275871396065,0.016395334154367447,-6.149684309209014,high_activation_associated_with_failure,0.9036341974409065,0.5898936265137812,11.561956415443829,0.004975124378109453,True,1115,1.0,1115,6.63983678817749,5.756150245666504,12.663400650024414,4.213172435760498,5.012922286987305,8.592559814453125,10.643885612487793,5.335961818695068,5.270917892456055,8.030495643615723,7.040325164794922,6.111927032470703,12.663400650024414
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,1,8609,0.7023386804145508,0.6140845070422535,0.22868782151215736,0.6162262558937073,0.015473264269530773,0.005549635272473097,0.040094949305057526,5.565244254131976,0.328609253803895,0.3859154929577465,-0.09331979311751051,0.3922489285469055,0.016087688505649567,0.010313519276678562,0.02619784139096737,-3.955795855376097,high_activation_associated_with_failure,0.7023386804145508,0.22868782151215736,5.565244254131976,0.03482587064676617,True,710,1.0,710,4.711820125579834,4.7123308181762695,8.235108375549316,3.178696632385254,4.154250144958496,5.336576461791992,6.077971458435059,4.593934059143066,4.592192649841309,6.715731143951416,4.7858991622924805,4.811948776245117,8.235108375549316
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,2,5318,0.7105398853638617,0.6140845070422535,0.24993911900854682,0.6176378130912781,0.017086263746023178,0.009207256138324738,0.044274624437093735,5.437242346623599,0.3248873120613648,0.3859154929577465,-0.0993807532945666,0.39089834690093994,0.01738736219704151,0.008114419877529144,0.028314290568232536,-3.796498906199009,high_activation_associated_with_failure,0.7105398853638617,0.24993911900854682,5.437242346623599,0.014925373134328358,True,710,1.0,710,4.125668525695801,4.151595115661621,6.990934371948242,2.9108903408050537,3.651703357696533,4.613367080688477,5.443728446960449,3.982818841934204,4.042438983917236,6.21644401550293,4.215445518493652,4.2142438888549805,6.990934371948242
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,3,9783,0.7120436594996667,0.6140845070422535,0.2538357600173847,0.6189382672309875,0.017864219844341278,0.012577107176184654,0.04629049450159073,5.211840042730791,0.3176311856524055,0.3859154929577465,-0.11119692244677093,0.3896968364715576,0.017956780269742012,0.006157660856842995,0.029241548851132393,-4.013282056332297,high_activation_associated_with_failure,0.7120436594996667,0.2538357600173847,5.211840042730791,0.014925373134328358,True,710,1.0,710,3.0581769943237305,3.054086446762085,4.837839603424072,2.137968063354492,2.709763288497925,3.3940646648406982,3.943575143814087,2.948016405105591,2.923664093017578,4.4089226722717285,3.1274027824401855,3.1256041526794434,4.837839603424072
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,4,16048,0.715402138151611,0.6140845070422535,0.26253838718118194,0.61869877576828,0.01932808756828308,0.011956862173974514,0.050083719193935394,5.003253133755893,0.316432851749418,0.3859154929577465,-0.11314833774750747,0.39009028673171997,0.01950940117239952,0.006798543967306614,0.031769901514053345,-3.7754879933057346,high_activation_associated_with_failure,0.715402138151611,0.26253838718118194,5.003253133755893,0.009950248756218905,True,710,1.0,710,4.807763576507568,4.792629718780518,7.998708724975586,3.424053430557251,4.2982330322265625,5.368196964263916,6.255244731903076,4.625241756439209,4.677465438842773,6.712250232696533,4.922470569610596,4.935459613800049,7.998708724975586
deepseek_base_merged_layer16__b_deepseek_merged__bigcodebench__layer16__evaluated_tokens,5,6908,0.7084422940664401,0.6140845070422535,0.24450375469770982,0.6163137555122375,0.01865318790078163,0.005776712205260992,0.04833490401506424,4.939019686850857,0.32820230896385977,0.3859154929577465,-0.09398247852215504,0.3927280902862549,0.01969044655561447,0.01109401322901249,0.03206472098827362,-3.2770125082203276,high_activation_associated_with_failure,0.7084422940664401,0.24450375469770982,4.939019686850857,0.024875621890547265,True,710,1.0,710,3.9394514560699463,3.9667866230010986,7.141101837158203,2.646193742752075,3.4558959007263184,4.448160648345947,5.138757705688477,3.8365402221679688,3.9058303833007812,5.669070720672607,4.004122734069824,4.025956153869629,7.141101837158203
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,1,9763,0.5683150952536958,0.6646341463414634,-0.2872058977889798,0.6732483506202698,0.031394146382808685,0.025685874745249748,0.09361164271831512,-3.3424450575634674,0.5726619083895037,0.33536585365853655,0.3570325961089781,0.35436108708381653,0.034762050956487656,0.028580129146575928,0.052302535623311996,6.279857430392077,high_activation_associated_with_success,0.5726619083895037,0.3570325961089781,6.279857430392077,0.7263681592039801,True,164,1.0,164,3.1055901050567627,3.1103129386901855,4.607229709625244,2.184100389480591,2.6865110397338867,3.5053043365478516,3.972686529159546,3.2780539989471436,3.2521021366119385,4.607229709625244,3.018566370010376,3.043848752975464,3.927989959716797
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,2,12982,0.5649482848961624,0.6646341463414634,-0.2972451141278067,0.6759260296821594,0.031542759388685226,0.0336703360080719,0.09405478090047836,-3.5183267343531237,0.5395856581937273,0.33536585365853655,0.3072664948969842,0.35134029388427734,0.0335741825401783,0.024035004898905754,0.05051528289914131,5.606847546782579,high_activation_associated_with_success,0.5395856581937273,0.3072664948969842,5.606847546782579,0.9751243781094527,True,164,1.0,164,3.158332347869873,3.1608004570007324,4.581010341644287,2.3777923583984375,2.7923970222473145,3.5371317863464355,3.987305164337158,3.3618335723876953,3.314436912536621,4.581010341644287,3.0556485652923584,3.0737314224243164,4.198477745056152
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,3,15596,0.8570434816471953,0.6646341463414634,0.5737296543661824,0.6741577982902527,0.03358033299446106,0.02839813008904457,0.10013043135404587,5.44621167513929,0.23248628898892837,0.33536585365853655,-0.15479127161298845,0.3536904454231262,0.038480792194604874,0.02757076919078827,0.05789770931005478,-3.149728080383776,high_activation_associated_with_failure,0.8570434816471953,0.5737296543661824,5.44621167513929,0.004975124378109453,True,164,1.0,164,3.8749568462371826,3.3931808471679688,7.8520827293396,2.301839590072632,2.937622547149658,4.66694974899292,6.796779155731201,3.155808687210083,3.0447998046875,5.337385654449463,4.237827777862549,3.5595808029174805,7.8520827293396
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,4,6596,0.8844124487068507,0.6646341463414634,0.6553389379622455,0.6776794195175171,0.03840713948011398,0.03889922425150871,0.11452310532331467,5.382666772529802,0.22373865269767543,0.33536585365853655,-0.16795285282184608,0.3515121340751648,0.04287046939134598,0.0242934487760067,0.06450236588716507,-2.9804534911812697,high_activation_associated_with_failure,0.8844124487068507,0.6553389379622455,5.382666772529802,0.004975124378109453,True,164,1.0,164,3.0462646484375,3.0964932441711426,4.908252239227295,1.9422122240066528,2.6986279487609863,3.4445316791534424,4.016724586486816,2.6656877994537354,2.789149284362793,3.541236639022827,3.2382991313934326,3.2461140155792236,4.908252239227295
codellama_base_finetuned_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,5,6579,0.8455274395723422,0.6646341463414634,0.5393909107248022,0.6754544973373413,0.031812988221645355,0.03226397931575775,0.09486054629087448,5.3460258372750875,0.2393979980445538,0.33536585365853655,-0.14439200294213916,0.3522237539291382,0.034963127225637436,0.02536403015255928,0.05260507017374039,-3.2269899561779876,high_activation_associated_with_failure,0.8455274395723422,0.5393909107248022,5.3460258372750875,0.009950248756218905,True,164,1.0,164,2.3098955154418945,2.1910207271575928,4.698250770568848,1.4105223417282104,1.872545838356018,2.68890118598938,3.429999351501465,1.9955264329910278,1.9734221696853638,3.1942567825317383,2.468522310256958,2.37188982963562,4.698250770568848
codellama_base_finetuned_layer16__b_codellama_finetuned__humanevalplus__layer16__evaluated_tokens,1,15000,0.8429585140403535,0.6470588235294118,0.5550491231143349,0.6591331362724304,0.03331621736288071,0.034210916608572006,0.0943959578871727,5.517590140123348,0.24612994011606515,0.3529411764705882,-0.16507191072971744,0.37051987648010254,0.03659764677286148,0.027167057618498802,0.05655998736619949,-3.3988509775215956,high_activation_associated_with_failure,0.8429585140403535,0.5550491231143349,5.517590140123348,0.004975124378109453,True,153,1.0,153,3.0300276279449463,3.084993839263916,4.41390323638916,1.927323341369629,2.66324520111084,3.4285006523132324,4.011310577392578,2.6542067527770996,2.6881449222564697,3.760026454925537,3.2350220680236816,3.160437822341919,4.41390323638916
codellama_base_finetuned_layer16__b_codellama_finetuned__humanevalplus__layer16__evaluated_tokens,2,715,0.827129918765633,0.6470588235294118,0.5102014365026268,0.6607548594474792,0.03585853427648544,0.03880520910024643,0.10159915685653687,4.639765151476755,0.25229054033976145,0.3529411764705882,-0.1555509831112777,0.36876147985458374,0.039032917469739914,0.02444962039589882,0.06032358482480049,-2.983917551152794,high_activation_associated_with_failure,0.827129918765633,0.5102014365026268,4.639765151476755,0.03980099502487562,True,153,1.0,153,3.0210747718811035,2.9378628730773926,4.940356254577637,2.0701184272766113,2.642756462097168,3.399292469024658,4.086998462677002,2.711247444152832,2.698531150817871,3.7634387016296387,3.190072774887085,3.0668742656707764,4.940356254577637
codellama_base_finetuned_layer16__b_codellama_finetuned__humanevalplus__layer16__evaluated_tokens,3,6690,0.8084861345416482,0.6470588235294118,0.4573773812013365,0.656017541885376,0.03344317153096199,0.02538248524069786,0.0947556421160698,4.559041407069688,0.27133123303964357,0.3529411764705882,-0.1261244580296417,0.3740698993206024,0.037139587104320526,0.032653532922267914,0.05739755183458328,-2.7662850744836542,high_activation_associated_with_failure,0.8084861345416482,0.4573773812013365,4.559041407069688,0.20398009950248755,True,153,1.0,153,3.088815212249756,3.1170310974121094,4.519278049468994,2.094714879989624,2.7890539169311523,3.4496517181396484,4.045502185821533,2.904740571975708,3.0071640014648438,3.6570377349853516,3.189218521118164,3.2095508575439453,4.519278049468994
codellama_base_finetuned_layer16__b_codellama_finetuned__humanevalplus__layer16__evaluated_tokens,4,4955,0.8136662959503598,0.6470588235294118,0.472054505192686,0.6613684296607971,0.033723559230566025,0.04054425656795502,0.09555009007453918,4.516063232259722,0.26344946145874537,0.3529411764705882,-0.13830537774557528,0.3681846261024475,0.0361233726143837,0.0235581211745739,0.05582703277468681,-2.899374924213088,high_activation_associated_with_failure,0.8136662959503598,0.472054505192686,4.516063232259722,0.14925373134328357,True,153,1.0,153,3.059007167816162,3.070244312286377,4.175540924072266,2.241936206817627,2.7799999713897705,3.356832504272461,3.7709436416625977,2.8645899295806885,2.9470462799072266,3.581087112426758,3.165052890777588,3.147813081741333,4.175540924072266
codellama_base_finetuned_layer16__b_codellama_finetuned__humanevalplus__layer16__evaluated_tokens,5,4698,0.8065661048842813,0.6470588235294118,0.4519372971721302,0.6582399606704712,0.033262599259614944,0.0316801518201828,0.09424402564764023,4.459244418560872,0.2644313981193042,0.3529411764705882,-0.13678783927016616,0.37218043208122253,0.03735855594277382,0.029733361676335335,0.05773594230413437,-2.884186077180855,high_activation_associated_with_failure,0.8065661048842813,0.4519372971721302,4.459244418560872,0.21393034825870647,True,153,1.0,153,2.6960535049438477,2.717038154602051,4.001288890838623,1.8462210893630981,2.421146869659424,3.0150909423828125,3.497832775115967,2.506812810897827,2.571887493133545,3.338160753250122,2.7992756366729736,2.8101937770843506,4.001288890838623
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,1,4681,0.8382891748056662,0.724561403508772,0.412897004071527,0.7251173257827759,0.011643927544355392,0.0020177962724119425,0.0422741174697876,9.71940355922892,0.20347280142723667,0.27543859649122804,-0.09932325226749414,0.28053998947143555,0.012198921293020248,0.007040602155029774,0.01683628559112549,-6.317536837138767,high_activation_associated_with_failure,0.8382891748056662,0.412897004071527,9.71940355922892,0.004975124378109453,True,1140,1.0,1140,3.1817429065704346,3.100592613220215,5.634801387786865,2.344027280807495,2.7866334915161133,3.5519659519195557,4.2244486808776855,2.9586868286132812,2.9062376022338867,5.134219169616699,3.2665388584136963,3.2058048248291016,5.634801387786865
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,2,13508,0.8335566855181316,0.724561403508772,0.3957153550658279,0.7256988286972046,0.011657193303108215,0.004129322245717049,0.04232229292392731,9.252476786264197,0.20177318490178325,0.27543859649122804,-0.10166896999027487,0.2798915207386017,0.012304035015404224,0.006145897321403027,0.016981355845928192,-6.349014076960755,high_activation_associated_with_failure,0.8335566855181316,0.3957153550658279,9.252476786264197,0.004975124378109453,True,1140,1.0,1140,3.498117208480835,3.3949742317199707,6.4734015464782715,2.4306211471557617,2.9243690967559814,3.9923558235168457,4.898767948150635,3.1890883445739746,3.1066513061523438,5.556234836578369,3.6155893802642822,3.524977445602417,6.4734015464782715
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,3,12067,0.838933904699426,0.724561403508772,0.41523774317625983,0.7265558838844299,0.012323740869760513,0.007241055369377136,0.04474224895238876,9.118823871393706,0.2004385283949338,0.27543859649122804,-0.10351098986655619,0.2792263925075531,0.012960786931216717,0.005227798130363226,0.017887771129608154,-6.078945622069876,high_activation_associated_with_failure,0.838933904699426,0.41523774317625983,9.118823871393706,0.004975124378109453,True,1140,1.0,1139,2.9875340461730957,2.9751744270324707,4.937238693237305,2.155890941619873,2.6293816566467285,3.317909002304077,3.872063398361206,2.7716848850250244,2.752033233642578,3.899643659591675,3.0695886611938477,3.0575995445251465,4.937238693237305
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,4,5265,0.8389083258791866,0.724561403508772,0.415144877395773,0.7256649136543274,0.012452218681573868,0.004007562529295683,0.04520868510007858,9.094210856970106,0.19849061361294051,0.27543859649122804,-0.10619939525574791,0.2800764739513397,0.012859380804002285,0.006400963757187128,0.01774781383574009,-6.3444636085929265,high_activation_associated_with_failure,0.8389083258791866,0.415144877395773,9.094210856970106,0.004975124378109453,True,1140,1.0,1140,3.503392219543457,3.4843525886535645,5.841259956359863,2.6028592586517334,3.126047134399414,3.8808836936950684,4.420969486236572,3.2488725185394287,3.244539976119995,5.32444429397583,3.6001505851745605,3.578667402267456,5.841259956359863
codellama_base_finetuned_layer16__a_codellama_base__bigcodebench__layer16__evaluated_tokens,5,14637,0.8353256135987956,0.724561403508772,0.402137578033844,0.7259026169776917,0.01204894483089447,0.004868550691753626,0.04374457895755768,9.081560202637517,0.19982866129083962,0.27543859649122804,-0.10435269507075398,0.2798057794570923,0.012434347532689571,0.006027356255799532,0.017161207273602486,-6.43195141033819,high_activation_associated_with_failure,0.8353256135987956,0.402137578033844,9.081560202637517,0.004975124378109453,True,1140,1.0,1140,3.485722064971924,3.3877406120300293,5.704253673553467,2.4178762435913086,2.9544224739074707,4.0209221839904785,4.753295421600342,3.173448085784912,3.0785088539123535,5.653990745544434,3.604428291320801,3.5487754344940186,5.704253673553467
codellama_base_finetuned_layer16__b_codellama_finetuned__bigcodebench__layer16__evaluated_tokens,1,10966,0.8154637247762299,0.7222222222222222,0.3356694091944275,0.7231372594833374,0.012391415424644947,0.003294209251180291,0.044609084725379944,7.45084105601802,0.21293605190058726,0.2777777777777778,-0.08978085121457151,0.2832973003387451,0.013509421609342098,0.007642469368875027,0.018705351278185844,-5.208312804959802,high_activation_associated_with_failure,0.8154637247762299,0.3356694091944275,7.45084105601802,0.004975124378109453,True,990,1.0,990,2.812952756881714,2.7972707748413086,4.3773674964904785,2.1204617023468018,2.5244710445404053,3.0775508880615234,3.593506097793579,2.6660146713256836,2.667473077774048,4.125786304473877,2.8694686889648438,2.8402113914489746,4.3773674964904785
codellama_base_finetuned_layer16__b_codellama_finetuned__bigcodebench__layer16__evaluated_tokens,2,6216,0.817848625286759,0.7222222222222222,0.3442550510323322,0.7225106954574585,0.013214390724897385,0.0010386989451944828,0.04757179692387581,7.214702287499274,0.21152591224932846,0.2777777777777778,-0.09173335227016062,0.2839098274707794,0.01414333563297987,0.00849060993641615,0.019583076238632202,-5.117886535561841,high_activation_associated_with_failure,0.817848625286759,0.3442550510323322,7.214702287499274,0.004975124378109453,True,990,1.0,990,3.195906162261963,3.1838669776916504,4.881416320800781,2.4839673042297363,2.896411180496216,3.478067398071289,3.945260524749756,3.045353651046753,3.0468618869781494,4.595584869384766,3.253812313079834,3.2474265098571777,4.881416320800781
codellama_base_finetuned_layer16__b_codellama_finetuned__bigcodebench__layer16__evaluated_tokens,3,4619,0.8196064052375086,0.7222222222222222,0.350583058855031,0.7242263555526733,0.013408476486802101,0.007215629797428846,0.048270516097545624,7.113398753883659,0.20925912953969808,0.2777777777777778,-0.09487197448349499,0.2820512056350708,0.013912198133766651,0.005916957277804613,0.019263040274381638,-5.232244252499494,high_activation_associated_with_failure,0.8196064052375086,0.350583058855031,7.113398753883659,0.004975124378109453,True,990,1.0,990,3.202681064605713,3.1693689823150635,4.897974967956543,2.5366599559783936,2.9027657508850098,3.4918935298919678,3.9406445026397705,3.0406460762023926,3.010284900665283,4.136647701263428,3.2650034427642822,3.2482283115386963,4.897974967956543
codellama_base_finetuned_layer16__b_codellama_finetuned__bigcodebench__layer16__evaluated_tokens,4,13722,0.8207152097376484,0.7222222222222222,0.35457475505553443,0.7241383194923401,0.013868247158825397,0.006897013168781996,0.04992569610476494,6.963903741215335,0.2103498898355353,0.2777777777777778,-0.09336169099695116,0.28250107169151306,0.014637801796197891,0.006539975292980671,0.020267726853489876,-4.929100683667931,high_activation_associated_with_failure,0.8207152097376484,0.35457475505553443,6.963903741215335,0.004975124378109453,True,990,1.0,990,3.0776870250701904,3.0473854541778564,4.582862854003906,2.3342478275299072,2.7430942058563232,3.402223825454712,3.901480197906494,2.906324625015259,2.878681182861328,4.157992362976074,3.1435956954956055,3.1173319816589355,4.582862854003906
codellama_base_finetuned_layer16__b_codellama_finetuned__bigcodebench__layer16__evaluated_tokens,5,13860,0.8133311300800613,0.7222222222222222,0.32799206828822075,0.7256278395652771,0.012768737971782684,0.012259767390787601,0.04596744850277901,6.86860618070514,0.21240860266704623,0.2777777777777778,-0.09051116553793602,0.2806799113750458,0.013377840630710125,0.0040184510871768,0.018523164093494415,-5.1033190737814005,high_activation_associated_with_failure,0.8133311300800613,0.32799206828822075,6.86860618070514,0.004975124378109453,True,990,1.0,990,2.718548536300659,2.713143825531006,3.993084669113159,2.1255557537078857,2.47324538230896,2.955552577972412,3.3884809017181396,2.5816872119903564,2.5592868328094482,3.6311793327331543,2.771188259124756,2.7595608234405518,3.993084669113159
codellama_base_merged_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,1,14672,0.5165569066136413,0.6645962732919255,-0.4413766302815511,0.6750376224517822,0.031679149717092514,0.031130904331803322,0.09445075690746307,-5.002686585945391,0.6618625771480737,0.3354037267080745,0.4912137843069147,0.3534281551837921,0.034485094249248505,0.027120962738990784,0.05188878998160362,8.943990055124834,high_activation_associated_with_success,0.6618625771480737,0.4912137843069147,8.943990055124834,0.05472636815920398,True,161,1.0,161,2.9420697689056396,2.9750561714172363,3.9532573223114014,2.183905839920044,2.671391248703003,3.2215993404388428,3.5591564178466797,3.1956100463867188,3.2363178730010986,3.9532573223114014,2.8141157627105713,2.8510801792144775,3.6535699367523193
codellama_base_merged_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,2,11929,0.5248215643698549,0.6645962732919255,-0.4167357062306178,0.6804517507553101,0.03157292306423187,0.0472727045416832,0.09413407742977142,-4.929228855708218,0.629583084751876,0.3354037267080745,0.4426437069631031,0.34740397334098816,0.03397458791732788,0.018056487664580345,0.051120657473802567,8.305589956782303,high_activation_associated_with_success,0.629583084751876,0.4426437069631031,8.305589956782303,0.1890547263681592,True,161,1.0,161,2.318002939224243,2.317016839981079,3.2320656776428223,1.7688199281692505,2.1045820713043213,2.51981258392334,2.878249406814575,2.4902079105377197,2.4926366806030273,3.2320656776428223,2.231095552444458,2.2214791774749756,3.0115437507629395
codellama_base_merged_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,3,8480,0.5412083517530362,0.6645962732919255,-0.3678788031066886,0.6759105920791626,0.03461778163909912,0.03373284637928009,0.10321223735809326,-3.891124344999743,0.5907204220267386,0.3354037267080745,0.3841681116477095,0.3530842065811157,0.03780427947640419,0.026603449136018753,0.05688308924436569,6.285957166911566,high_activation_associated_with_success,0.5907204220267386,0.3841681116477095,6.285957166911566,0.572139303482587,True,161,1.0,161,2.1220648288726807,2.1462090015411377,3.092708110809326,1.4000389575958252,1.9001611471176147,2.390655994415283,2.6783320903778076,2.287181854248047,2.346149444580078,3.092708110809326,2.038733959197998,2.0779755115509033,2.798539161682129
codellama_base_merged_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,4,10753,0.533600809802636,0.6645962732919255,-0.39056054855140016,0.677354097366333,0.035436127334833145,0.038037072867155075,0.10565217584371567,-4.056685231476459,0.5813974498197484,0.3354037267080745,0.3701400880465373,0.3517690896987915,0.03669870272278786,0.024624375626444817,0.055219534784555435,6.257128274770093,high_activation_associated_with_success,0.5813974498197484,0.3701400880465373,6.257128274770093,0.6965174129353234,True,161,1.0,161,2.4438698291778564,2.464463710784912,3.812607526779175,1.4923893213272095,2.2223188877105713,2.737978458404541,3.1683177947998047,2.708940267562866,2.64812970161438,3.812607526779175,2.3100948333740234,2.356821298599243,3.3131136894226074
codellama_base_merged_layer16__a_codellama_base__humanevalplus__layer16__evaluated_tokens,5,13577,0.5539110425532492,0.6645962732919255,-0.33000596572086827,0.6758415699005127,0.033815085887908936,0.03352805972099304,0.10081903636455536,-3.605807380734576,0.5649419192188038,0.3354037267080745,0.34537989714231226,0.35283297300338745,0.03598622605204582,0.026225389912724495,0.054147496819496155,5.894169185576722,high_activation_associated_with_success,0.5649419192188038,0.34537989714231226,5.894169185576722,0.8507462686567164,True,161,1.0,161,2.0723788738250732,2.0776262283325195,3.041100025177002,1.4489930868148804,1.8628954887390137,2.2907793521881104,2.6787526607513428,2.2421865463256836,2.200850009918213,3.041100025177002,1.9866814613342285,2.0297341346740723,2.6699225902557373
codellama_base_merged_layer16__b_codellama_merged__humanevalplus__layer16__evaluated_tokens,1,11929,0.7942360562217227,0.8924050632911392,-0.9123943009981067,0.8959665894508362,0.02156149223446846,0.033100396394729614,0.20039503276348114,-4.7181543591889765,0.486222079520133,0.10759493670886078,0.42427722385943983,0.13280749320983887,0.03360867127776146,0.02825235389173031,0.037660785019397736,10.515576607437449,high_activation_associated_with_success,0.486222079520133,0.42427722385943983,10.515576607437449,0.9651741293532339,True,158,1.0,158,2.321195125579834,2.2980754375457764,3.2320656776428223,1.60307776927948,2.1205079555511475,2.582211494445801,2.9682109355926514,2.6374120712280273,2.673980712890625,3.2320656776428223,2.283069610595703,2.282531499862671,2.987435817718506
codellama_base_merged_layer16__b_codellama_merged__humanevalplus__layer16__evaluated_tokens,2,412,0.8561687948050833,0.8924050632911392,-0.3367841423998134,0.8947961926460266,0.011096064932644367,0.022220898419618607,0.10312812775373459,-3.4811554193703604,0.32088391657398707,0.10759493670886078,0.2390046724729784,0.12889990210533142,0.03054436855018139,0.023873692378401756,0.034227024763822556,6.285412815722354,high_activation_associated_with_success,0.32088391657398707,0.2390046724729784,6.285412815722354,1.0,True,25,0.15822784810126583,26,0.016744432970881462,0.0,0.31809133291244507,0.0,0.0,0.0,0.11793769150972366,0.06169247627258301,0.0,0.31809133291244507,0.011325165629386902,0.0,0.3107779026031494
codellama_base_merged_layer16__b_codellama_merged__humanevalplus__layer16__evaluated_tokens,3,7969,0.8063342803826786,0.8924050632911392,-0.7999519823256924,0.8985477685928345,0.02292870730161667,0.05709397792816162,0.21310210227966309,-4.021762108799451,0.37650346370607557,0.10759493670886078,0.3013301224507797,0.13064253330230713,0.03922628238797188,0.02582637593150139,0.04395570233464241,6.267758945627131,high_activation_associated_with_success,0.37650346370607557,0.3013301224507797,6.267758945627131,1.0,True,158,1.0,158,3.0561273097991943,3.266402244567871,4.108547210693359,1.9873214960098267,2.619103193283081,3.4812633991241455,3.7864513397216797,3.3182148933410645,3.635969877243042,4.108547210693359,3.0245280265808105,3.245131015777588,4.036881446838379
