feature_id,rank,token_text,active_occurrences,activation_sum,mean_activation
3048,1,_,2310,15295.56194961071,6.6214553894418655
3048,2, test,379,3087.730919599533,8.147047281265259
3048,3,Func,234,3084.011034011841,13.179534333383936
3048,4,from,492,2466.9024790525436,5.014029428968585
3048,5,Task,265,2305.6201887130737,8.700453542313486
3048,6,(,543,2084.5309743881226,3.8389152382838354
3048,7,import,871,1906.5793710052967,2.1889545017282397
3048,8, def,282,1714.8831795454025,6.0811460267567465
3048,9, un,295,1697.3143512010574,5.753607970173076
3048,10,:,198,1681.385083079338,8.49184385393605
3048,11,.,465,1496.962877035141,3.219275004376647
3048,12,/,323,1421.0345166921616,4.39948766777759
3048,13, ',371,1175.1031002998352,3.1673938013472647
3048,14, the,390,1102.43488407135,2.8267561130034617
3048,15, Test,311,1001.5624648332596,3.2204580862805776
3048,16, with,177,1000.0550717115402,5.6500286537375155
3048,17, task,387,994.6998429894447,2.570283832014069
3048,18,func,363,653.6930085420609,1.8008071860662833
3048,19,def,46,645.7537136077881,14.038124208864959
3048,20,"
",205,569.0498007535934,2.775852686602895
3048,21, a,175,560.3575986623764,3.202043420927865
3048,22, is,82,456.943108856678,5.572476937276561
3048,23,1,95,415.6643795967102,4.375414522070634
3048,24, that,113,380.81467592716217,3.370041379886391
3048,25,test,191,350.3449859023094,1.834266941896908
3048,26,2,64,348.50665056705475,5.4454164151102304
3048,27,(',90,324.9509358406067,3.6105659537845187
3048,28,   ,99,285.814532160759,2.8870154763713027
3048,29, to,102,283.3443696498871,2.777885976959677
3048,30,[',84,239.21284866333008,2.8477720078967868
