rank,feature_id,orientation,summary,effect,null_sd,ev,abs_ev,positive_support,minimum_support
1,8309,base_enriched,max,-4.070430755615234,0.8878589272499084,-4.5845465660095215,4.5845465660095215,45,5
2,173,base_enriched,max,-2.9533724784851074,0.6531990766525269,-4.521397113800049,4.521397113800049,11,5
3,16193,base_enriched,max,-4.174078941345215,0.9380895495414734,-4.449552536010742,4.449552536010742,8,5
4,9281,base_enriched,max,-5.102565288543701,1.1574807167053223,-4.408337116241455,4.408337116241455,19,5
5,14881,base_enriched,max,-8.693970680236816,2.0066370964050293,-4.332607269287109,4.332607269287109,18,5
6,9686,base_enriched,max,-3.3993072509765625,0.7924707531929016,-4.2895050048828125,4.2895050048828125,5,5
7,11698,base_enriched,max,-4.222733020782471,0.9864633679389954,-4.280679225921631,4.280679225921631,33,5
8,5691,base_enriched,max,-3.0954604148864746,0.724212646484375,-4.274242401123047,4.274242401123047,30,5
9,4185,base_enriched,max,-5.0197930335998535,1.1784285306930542,-4.259734630584717,4.259734630584717,42,5
10,7740,base_enriched,max,-3.9729690551757812,0.9336743950843811,-4.255197525024414,4.255197525024414,15,5
11,11046,base_enriched,max,-2.6866226196289062,0.6353849768638611,-4.228338241577148,4.228338241577148,50,5
12,4484,base_enriched,max,-1.2229260206222534,0.2909453511238098,-4.20328426361084,4.20328426361084,7,5
13,7384,base_enriched,max,-3.7228472232818604,0.9002396464347839,-4.1353960037231445,4.1353960037231445,22,5
14,5909,base_enriched,max,-2.7771248817443848,0.6727085709571838,-4.1282734870910645,4.1282734870910645,13,5
15,7958,base_enriched,active_fraction,-0.1677049696445465,0.04107935354113579,-4.08246374130249,4.08246374130249,8,5
16,15852,base_enriched,max,-4.648350238800049,1.1392457485198975,-4.080199718475342,4.080199718475342,6,5
17,13704,base_enriched,max,-4.601414680480957,1.1447356939315796,-4.019630432128906,4.019630432128906,13,5
18,11433,base_enriched,max,-2.719451427459717,0.6767316460609436,-4.018507957458496,4.018507957458496,12,5
19,7712,base_enriched,max,-3.6541314125061035,0.9218825101852417,-3.963771343231201,3.963771343231201,19,5
